,Edge,Capacity
465,"('Chodzież_o', 'Piła Główna_i')",1
466,"('Ciechanów_i', 'Ciechanów_o')",1
467,"('Rzeszów Główny_o', 'Dębica_i')",1
468,"('Warszawa Wschodnia_o', 'Warszawa Centralna_i')",2
469,"('Nałęczów_i', 'Nałęczów_o')",1
470,"('Maków Podhalański_i', 'Maków Podhalański_o')",0
471,"('Miechów_o', 'Koniecpol_i')",1
472,"('Włoszczowa_i', 'Włoszczowa_o')",2
473,"('Lublin Zachodni_o', 'Lublin Główny_i')",1
474,"('Nakło nad Notecią_o', 'Bydgoszcz Główna_i')",1
475,"('Łódź Kaliska_o', 'Łódź Retkinia_i')",1
476,"('Kępno_o', 'Wieruszów Miasto_i')",1
477,"('Skarżysko Kościelne_o', 'Radom Główny_i')",1
478,"('Grodzisk Mazowiecki_o', 'Opoczno Południe_i')",1
479,"('Zgorzelec Miasto_i', 'Zgorzelec Miasto_o')",0
480,"('Międzyzdroje_o', 'Świnoujście_i')",1
481,"('Kościan_o', 'Poznań Główny_i')",1
482,"('Szczecin Dąbie_o', 'Goleniów_i')",1
483,"('Częstochowa Stradom_o', 'Myszków_i')",1
484,"('Koło_o', 'Kutno_i')",2
485,"('Sarnaki_o', 'Siemiatycze_i')",1
486,"('Kostrzyn_o', 'Chojna_i')",1
487,"('Rzepin_o', 'Kostrzyn_i')",1
488,"('Mońki_o', 'Białystok Zielone Wzgórza_i')",1
489,"('Gdynia Główna_o', 'Rumia_i')",1
490,"('Kalisz_o', 'Sieradz_i')",2
491,"('Tomaszów Mazowiecki_o', 'Opoczno Południe_i')",1
492,"('Gorzkowice_o', 'Piotrków Trybunalski_i')",1
493,"('Brzesko Okocim_o', 'Bochnia_i')",1
494,"('Radymno_o', 'Jarosław_i')",1
495,"('Brzeg_o', 'Wrocław Główny_i')",1
496,"('Środa Śląska_o', 'Wrocław Leśnica_i')",1
497,"('Pasłęk_o', 'Morąg_i')",1
498,"('Jelenia Góra_o', 'Janowice Wielkie_i')",1
499,"('Lubin_o', 'Głogów_i')",1
500,"('Jedlina-Zdrój_o', 'Nowa Ruda_i')",1
501,"('Małomice_i', 'Małomice_o')",0
502,"('Wysoka Kamieńska_o', 'Międzyzdroje_i')",1
503,"('Radom Gołębiów_i', 'Radom Gołębiów_o')",0
504,"('Terespol_i', 'Terespol_o')",0
505,"('Łąg_o', 'Czarna Woda_i')",1
506,"('Krzyż_o', 'Dobiegniew_i')",1
507,"('Słupca_o', 'Konin_i')",1
508,"('Węgliniec_i', 'Węgliniec_o')",1
509,"('Wałbrzych Miasto_o', 'Jelenia Góra_i')",1
510,"('Augustów_o', 'Suwałki_i')",1
511,"('Kędzierzyn Koźle_o', 'Opole Główne_i')",1
512,"('Poznań Główny_o', 'Środa Wielkopolska_i')",1
513,"('Szczytno_i', 'Szczytno_o')",1
514,"('Włoszczowa Północ_o', 'Zawiercie_i')",1
515,"('Babiak_o', 'Kutno_i')",1
516,"('Włoszczowa Północ_o', 'Sosnowiec Główny_i')",1
517,"('Malbork_o', 'Elbląg_i')",1
518,"('Olsztyn Główny_o', 'Kętrzyn_i')",1
519,"('Toruń Miasto_i', 'Toruń Miasto_o')",0
520,"('Sochaczew_i', 'Sochaczew_o')",1
521,"('Piotrków Kujawski_o', 'Babiak_i')",1
522,"('Warszawa Zachodnia_o', 'Warszawa Główna_i')",1
523,"('Jahodyn_o', 'Dorohusk_i')",1
524,"('Czersk_o', 'Łąg_i')",1
525,"('Kostrzyn_i', 'Kostrzyn_o')",1
526,"('Rzepin_o', 'Frankfurt (Oder)_i')",1
527,"('Rudnik nad Sanem_o', 'Nowa Sarzyna_i')",1
528,"('Toruń Wschodni_o', 'Kowalewo Pomorskie_i')",1
529,"('Stalowa Wola Rozwadów_o', 'Zaklików_i')",1
530,"('Zbąszynek_o', 'Świebodzin_i')",1
531,"('Sochaczew_o', 'Łowicz Główny_i')",1
532,"('Poronin_i', 'Poronin_o')",1
533,"('Świdwin_o', 'Łobez_i')",1
534,"('Świebodzin_o', 'Zbąszynek_i')",1
535,"('Mrozy_i', 'Mrozy_o')",0
536,"('Myszków_o', 'Zawiercie_i')",1
537,"('Środa Śląska_i', 'Środa Śląska_o')",0
538,"('Zwierzyniec_o', 'Tereszpol Biłgorajski_i')",1
539,"('Jaworzno Szczakowa_o', 'Katowice_i')",1
540,"('Sieradz_o', 'Zduńska Wola_i')",1
541,"('Kutno_i', 'Kutno_o')",2
542,"('Białogard_o', 'Kołobrzeg_i')",1
543,"('Witnica_i', 'Witnica_o')",0
544,"('Strzelin_o', 'Wrocław Główny_i')",1
545,"('Nowa Dęba_o', 'Tarnobrzeg_i')",1
546,"('Puławy Miasto_o', 'Pionki Zachodnie_i')",1
547,"('Warszawa Zachodnia_o', 'Kraków Główny_i')",3
548,"('Chojnów_o', 'Bolesławiec_i')",1
549,"('Osowiec_i', 'Osowiec_o')",0
550,"('Poznań Główny_o', 'Gniezno_i')",2
551,"('Legionowo_o', 'Warszawa Wschodnia_i')",1
552,"('Drzewica_i', 'Drzewica_o')",0
553,"('Muszyna_o', 'Muszyna Zdrój_i')",1
554,"('Kołobrzeg_i', 'Kołobrzeg_o')",0
555,"('Mieszkowice_o', 'Kostrzyn_i')",1
556,"('Sieradz_o', 'Kalisz_i')",2
557,"('Żmigród_o', 'Oborniki Śląskie_i')",1
558,"('Zakopane_o', 'Nowy Targ_i')",1
559,"('Ostrów Wielkopolski_o', 'Krotoszyn_i')",1
560,"('Pleszew_o', 'Jarocin_i')",1
561,"('Grudziądz_o', 'Kwidzyn_i')",1
562,"('Ostrzeszów_o', 'Kępno_i')",1
563,"('Łódź\xa0Żabiniec_o', 'Łódź Kaliska_i')",1
564,"('Ustronie Morskie_o', 'Koszalin_i')",1
565,"('Chabówka Stadion_o', 'Nowy Targ_i')",1
566,"('Bochnia_o', 'Kraków Główny_i')",1
567,"('Babiak_i', 'Babiak_o')",0
568,"('Dąbrowa Białostocka_o', 'Augustów_i')",1
569,"('Świdwin_i', 'Świdwin_o')",1
570,"('Łańcut_o', 'Leżajsk_i')",1
571,"('Ostrów Wielkopolski_o', 'Twardogóra_i')",1
572,"('Kostrzyn_o', 'Mieszkowice_i')",1
573,"('Rawicz_o', 'Leszno_i')",1
574,"('Kuźnia Raciborska_o', 'Kędzierzyn Koźle_i')",1
575,"('Warszawa Zachodnia_o', 'Grodzisk Mazowiecki_i')",1
576,"('Tczew_o', 'Malbork_i')",2
577,"('Mogilno_i', 'Mogilno_o')",1
578,"('Łódź Widzew_o', 'Tomaszów Mazowiecki_i')",1
579,"('Łobez_i', 'Łobez_o')",1
580,"('Kaliska_o', 'Czarna Woda_i')",1
581,"('Stargard_o', 'Choszczno_i')",1
582,"('Brzeg_i', 'Brzeg_o')",1
583,"('Ustka_i', 'Ustka_o')",1
584,"('Bolesławiec_o', 'Węgliniec_i')",1
585,"('Sandomierz_o', 'Stalowa Wola Rozwadów_i')",1
586,"('Warszawa Gdańska_o', 'Działdowo_i')",1
587,"('Rzeszów Główny_o', 'Łańcut_i')",1
588,"('Łowicz Główny_i', 'Łowicz Główny_o')",1
589,"('Kielce_o', 'Włoszczowa_i')",2
590,"('Żory_o', 'Czechowice-Dziedzice_i')",1
591,"('Sanok_o', 'Zagórz_i')",1
592,"('Nałęczów_o', 'Lublin Zachodni_i')",1
593,"('Chabówka Stadion_i', 'Chabówka Stadion_o')",1
594,"('Środa Wielkopolska_i', 'Środa Wielkopolska_o')",1
595,"('Oława_o', 'Brzeg_i')",2
596,"('Kłodzko Główne_o', 'Kłodzko Miasto_i')",1
597,"('Kętrzyn_o', 'Giżycko_i')",1
598,"('Jedlina-Zdrój_i', 'Jedlina-Zdrój_o')",1
599,"('Wrocław Główny_o', 'Wrocław Leśnica_i')",1
600,"('Werbkowice_i', 'Werbkowice_o')",0
601,"('Tereszpol Biłgorajski_i', 'Tereszpol Biłgorajski_o')",0
602,"('Wysoka Kamieńska_i', 'Wysoka Kamieńska_o')",0
603,"('Chrzanów Śródmieście_o', 'Oświęcim_i')",1
604,"('Jarocin_o', 'Pleszew_i')",1
605,"('Mysłowice_o', 'Katowice_i')",2
606,"('Białystok_i', 'Białystok_o')",1
607,"('Gdańsk Oliwa_o', 'Gdańsk Wrzeszcz_i')",1
608,"('Bytom Odrzański_o', 'Głogów_i')",1
609,"('Rzepin_o', 'Świebodzin_i')",1
610,"('Rejowiec_o', 'Trawniki_i')",1
611,"('Gostynin_o', 'Kutno_i')",1
612,"('Małkinia_o', 'Łochów_i')",1
613,"('Częstochowa_o', 'Koniecpol_i')",1
614,"('Łańcut_o', 'Rzeszów Główny_i')",1
615,"('Zdzieszowice_o', 'Gogolin_i')",1
616,"('Łąg_i', 'Łąg_o')",0
617,"('Mława_o', 'Działdowo_i')",1
618,"('Zawiercie_o', 'Jaworzno Szczakowa_i')",1
619,"('Leżajsk_o', 'Łańcut_i')",1
620,"('Trzebinia_i', 'Trzebinia_o')",1
621,"('Ostrowiec Świętokrzyski_i', 'Ostrowiec Świętokrzyski_o')",0
622,"('Łódź Kaliska_i', 'Łódź Kaliska_o')",2
623,"('Bogoniowice Ciężkowice_o', 'Tuchów_i')",1
624,"('Katowice_o', 'Tychy_i')",2
625,"('Nisko_i', 'Nisko_o')",0
626,"('Kłodzko Główne_o', 'Bardo Śląskie_i')",1
627,"('Rogoźno Wielkopolskie_i', 'Rogoźno Wielkopolskie_o')",1
628,"('Stróże_i', 'Stróże_o')",1
629,"('Piotrków Kujawski_i', 'Piotrków Kujawski_o')",0
630,"('Szczecin Główny_i', 'Szczecin Główny_o')",2
631,"('Malbork_o', 'Prabuty_i')",1
632,"('Nurzec_o', 'Siemiatycze_i')",1
633,"('Zbąszynek_o', 'Zbąszyń_i')",1
634,"('Łomnica Zdrój_i', 'Łomnica Zdrój_o')",0
635,"('Opalenica_o', 'Poznań Główny_i')",1
636,"('Przemyśl Zasanie_o', 'Radymno_i')",1
637,"('Koło_o', 'Konin_i')",1
638,"('Ścinawa_o', 'Głogów_i')",1
639,"('Elbląg_o', 'Pasłęk_i')",1
640,"('Krzyż_o', 'Choszczno_i')",1
641,"('Biała Piska_i', 'Biała Piska_o')",1
642,"('Olsztynek_o', 'Olsztyn Zachodni_i')",1
643,"('Radzyń Podlaski_o', 'Łuków_i')",1
644,"('Werbkowice_o', 'Zamość Wschód_i')",1
645,"('Grajewo_i', 'Grajewo_o')",1
646,"('Lublin Główny_o', 'Lublin Zachodni_i')",2
647,"('Leszno_o', 'Rawicz_i')",1
648,"('Kalisz_o', 'Ostrów Wielkopolski_i')",1
649,"('Dęblin_i', 'Dęblin_o')",1
650,"('Ciechanów_o', 'Mława_i')",2
651,"('Małomice_o', 'Żagań_i')",1
652,"('Gorzkowice_i', 'Gorzkowice_o')",0
653,"('Olsztyn Zachodni_o', 'Olsztynek_i')",1
654,"('Chojnów_o', 'Legnica_i')",1
655,"('Wałbrzych Miasto_o', 'Wrocław Główny_i')",1
656,"('Kutno_o', 'Koło_i')",1
657,"('Łódź Kaliska_o', 'Łódź\xa0Żabiniec_i')",1
658,"('Ozimek_i', 'Ozimek_o')",0
659,"('Siedlce_o', 'Siedlce Zachodnie_i')",1
660,"('Toruń Główny_o', 'Toruń Miasto_i')",1
661,"('Pelplin_o', 'Tczew_i')",1
662,"('Biała Piska_o', 'Ełk_i')",1
663,"('Wróblik Szlachecki_i', 'Wróblik Szlachecki_o')",0
664,"('Biała Podlaska_o', 'Chotyłów_i')",1
665,"('Pleszew_o', 'Ostrów Wielkopolski_i')",1
666,"('Parczew_i', 'Parczew_o')",1
667,"('Jedlicze_o', 'Jasło_i')",1
668,"('Babiak_o', 'Piotrków Kujawski_i')",1
669,"('Iława Główna_o', 'Działdowo_i')",2
670,"('Siedlce_o', 'Niemojki_i')",1
671,"('Czechowice-Dziedzice_i', 'Czechowice-Dziedzice_o')",2
672,"('Ostróda_i', 'Ostróda_o')",0
673,"('Nysa_o', 'Otmuchów_i')",1
674,"('Grodzisk Mazowiecki_i', 'Grodzisk Mazowiecki_o')",0
675,"('Przemyśl Zasanie_o', 'Jarosław_i')",1
676,"('Zgorzelec_o', 'Zgorzelec Miasto_i')",1
677,"('Sulechów_o', 'Zielona Góra Główna_i')",1
678,"('Muszyna Zdrój_o', 'Muszyna_i')",1
679,"('Kielce_i', 'Kielce_o')",2
680,"('Drzewica_o', 'Tomaszów Mazowiecki_i')",1
681,"('Jarosław_i', 'Jarosław_o')",1
682,"('Sosnowiec Główny_o', 'Katowice_i')",2
683,"('Dorohusk_i', 'Dorohusk_o')",1
684,"('Biecz_o', 'Gorlice Zagórzany_i')",1
685,"('Starachowice Wschodnie_o', 'Ostrowiec Świętokrzyski_i')",1
686,"('Myszków_o', 'Częstochowa_i')",1
687,"('Rybnik_i', 'Rybnik_o')",1
688,"('Otwock_i', 'Otwock_o')",0
689,"('Szczecin Dąbie_i', 'Szczecin Dąbie_o')",1
690,"('Wronki_o', 'Szamotuły_i')",1
691,"('Gorzów Wielkopolski Wschodni_i', 'Gorzów Wielkopolski Wschodni_o')",0
692,"('Grajewo_o', 'Ełk_i')",1
693,"('Hajnówka_o', 'Czeremcha_i')",1
694,"('Kraków Główny_o', 'Bochnia_i')",1
695,"('Poronin_o', 'Nowy Targ_i')",1
696,"('Smętowo_i', 'Smętowo_o')",1
697,"('Jarosław_o', 'Przemyśl Zasanie_i')",1
698,"('Suchedniów_o', 'Kielce_i')",2
699,"('Choszczno_o', 'Dobiegniew_i')",1
700,"('Olsztyn Główny_o', 'Szczytno_i')",1
701,"('Sandomierz_i', 'Sandomierz_o')",0
702,"('Dębica_o', 'Rzeszów Główny_i')",1
703,"('Nowogród Osiedle_i', 'Nowogród Osiedle_o')",0
704,"('Szepietowo_i', 'Szepietowo_o')",0
705,"('Łask_o', 'Zduńska Wola_i')",1
706,"('Będzin Miasto_o', 'Dąbrowa Górnicza_i')",1
707,"('Kłodzko Główne_o', 'Nowa Ruda_i')",1
708,"('Stalowa Wola Centrum_o', 'Stalowa Wola Rozwadów_i')",1
709,"('Krzeszowice_o', 'Trzebinia_i')",2
710,"('Nowa Ruda_o', 'Kłodzko Główne_i')",1
711,"('Zebrzydowice_i', 'Zebrzydowice_o')",1
712,"('Wałbrzych Miasto_i', 'Wałbrzych Miasto_o')",1
713,"('Zgorzelec_i', 'Zgorzelec_o')",0
714,"('Ostróda_o', 'Iława Główna_i')",1
715,"('Białogard_o', 'Świdwin_i')",1
716,"('Niemojki_o', 'Siedlce_i')",1
717,"('Zwierzyniec_o', 'Szczebrzeszyn_i')",1
718,"('Legnica_o', 'Rokitki_i')",1
719,"('Ciechanów_o', 'Iława Główna_i')",1
720,"('Warszawa Wschodnia_o', 'Legionowo_i')",1
721,"('Mława_o', 'Ciechanów_i')",1
722,"('Łochów_o', 'Małkinia_i')",1
723,"('Nidzica_o', 'Olsztynek_i')",1
724,"('Jedlicze_o', 'Krosno_i')",1
725,"('Łódź Widzew_i', 'Łódź Widzew_o')",2
726,"('Międzyzdroje_i', 'Międzyzdroje_o')",1
727,"('Rawicz_o', 'Żmigród_i')",1
728,"('Tereszpol Biłgorajski_o', 'Biłgoraj_i')",1
729,"('Siedlce Zachodnie_o', 'Mrozy_i')",2
730,"('Przeworsk_o', 'Jarosław_i')",1
731,"('Lębork_o', 'Wejherowo_i')",1
732,"('Lębork_o', 'Gdynia Główna_i')",1
733,"('Wrocław Główny_o', 'Opole Główne_i')",2
734,"('Tarnów_i', 'Tarnów_o')",1
735,"('Zamość Wschód_o', 'Werbkowice_i')",1
736,"('Kamieniec Ząbkowicki_o', 'Ziębice_i')",1
737,"('Tczew_o', 'Starogard Gdański_i')",1
738,"('Sędzisław_o', 'Janowice Wielkie_i')",1
739,"('Poznań Główny_o', 'Krzyż_i')",1
740,"('Wałbrzych Główny_o', 'Sędzisław_i')",1
741,"('Wołomin_i', 'Wołomin_o')",0
742,"('Frankfurt (Oder)_o', 'Rzepin_i')",1
743,"('Włocławek_o', 'Aleksandrów Kujawski_i')",2
744,"('Nidzica_i', 'Nidzica_o')",0
745,"('Wieluń_o', 'Krzepice_i')",1
746,"('Międzyrzecz_o', 'Skwierzyna_i')",1
747,"('Sulechów_o', 'Babimost_i')",1
748,"('Czeremcha_i', 'Czeremcha_o')",1
749,"('Kościan_i', 'Kościan_o')",1
750,"('Siedlce Zachodnie_i', 'Siedlce Zachodnie_o')",1
751,"('Jędrzejów_i', 'Jędrzejów_o')",1
752,"('Łódź Widzew_o', 'Koluszki_i')",1
753,"('Malbork_o', 'Iława Główna_i')",2
754,"('Brzesko Okocim_o', 'Tarnów_i')",1
755,"('Sosnowiec Główny_i', 'Sosnowiec Główny_o')",1
756,"('Warszawa Wschodnia_o', 'Mińsk Mazowiecki_i')",1
757,"('Chełm Miasto_o', 'Chełm_i')",1
758,"('Łódź Fabryczna_i', 'Łódź Fabryczna_o')",3
759,"('Łochów_o', 'Tłuszcz_i')",1
760,"('Osowiec_o', 'Grajewo_i')",1
761,"('Sztum_o', 'Kwidzyn_i')",1
762,"('Krzyż_o', 'Nowe Drezdenko_i')",1
763,"('Pisz_i', 'Pisz_o')",1
764,"('Toruń Główny_o', 'Inowrocław_i')",1
765,"('Pionki Zachodnie_o', 'Radom Główny_i')",1
766,"('Łęczyca_o', 'Ozorków_i')",1
767,"('Twardogóra_o', 'Oleśnica Rataje_i')",1
768,"('Ząbkowice Śląskie_i', 'Ząbkowice Śląskie_o')",0
769,"('Lubartów_o', 'Lublin Główny_i')",1
770,"('Iława Główna_o', 'Ostróda_i')",1
771,"('Ostrów Wielkopolski_o', 'Ostrzeszów_i')",1
772,"('Krotoszyn_i', 'Krotoszyn_o')",1
773,"('Krotoszyn_o', 'Ostrów Wielkopolski_i')",1
774,"('Opoczno Południe_o', 'Włoszczowa Północ_i')",2
775,"('Nurzec_o', 'Czeremcha_i')",1
776,"('Zabrze_i', 'Zabrze_o')",0
777,"('Wronki_i', 'Wronki_o')",1
778,"('Kolbuszowa_o', 'Nowa Dęba_i')",1
779,"('Kędzierzyn Koźle_o', 'Racibórz_i')",1
780,"('Dzierżoniów Śląski_i', 'Dzierżoniów Śląski_o')",1
781,"('Białystok Zielone Wzgórza_o', 'Białystok_i')",2
782,"('Ciechanów_o', 'Warszawa Wschodnia_i')",1
783,"('Rytro_o', 'Piwniczna Zdrój_i')",1
784,"('Łomnica Zdrój_o', 'Wierchomla Wielka_i')",1
785,"('Złotów_i', 'Złotów_o')",0
786,"('Toruń Główny_o', 'Solec Kujawski_i')",2
787,"('Pilawa_o', 'Otwock_i')",1
788,"('Chojna_i', 'Chojna_o')",0
789,"('Warszawa Gdańska_o', 'Opoczno Południe_i')",1
790,"('Łódź Chojny_o', 'Pabianice_i')",1
791,"('Oleśnica Rataje_i', 'Oleśnica Rataje_o')",1
792,"('Zaklików_i', 'Zaklików_o')",1
793,"('Lublin Główny_o', 'Lubartów_i')",1
794,"('Szczebrzeszyn_o', 'Zwierzyniec_i')",1
795,"('Stargard_i', 'Stargard_o')",1
796,"('Pleszew_i', 'Pleszew_o')",1
797,"('Lubartów_i', 'Lubartów_o')",0
798,"('Sobolew_o', 'Pilawa_i')",1
799,"('Warszawa Zachodnia_o', 'Częstochowa Stradom_i')",1
800,"('Działdowo_o', 'Mława_i')",1
801,"('Ostrów Wielkopolski_o', 'Pleszew_i')",1
802,"('Warszawa Zachodnia (Peron 9)_o', 'Warszawa Młynów_i')",1
803,"('Lubliniec_o', 'Gliwice_i')",1
804,"('Przeworsk_o', 'Leżajsk_i')",1
805,"('Włocławek_i', 'Włocławek_o')",2
806,"('Zamość Starówka_o', 'Zamość_i')",1
807,"('Słupsk_o', 'Ustka_i')",1
808,"('Rypin_o', 'Brodnica_i')",1
809,"('Nowy Targ_o', 'Chabówka Stadion_i')",1
810,"('Nowogród Osiedle_o', 'Żary_i')",1
811,"('Swarzędz_o', 'Września_i')",1
812,"('Starachowice Wschodnie_o', 'Skarżysko Kościelne_i')",1
813,"('Pyskowice_o', 'Gliwice_i')",1
814,"('Łódź Chojny_o', 'Łódź Retkinia_i')",1
815,"('Kraków Główny_o', 'Krzeszowice_i')",2
816,"('Lipka Krajeńska_o', 'Złotów_i')",1
817,"('Warszawa Gdańska_o', 'Warszawa Wschodnia_i')",1
818,"('Radom Gołębiów_o', 'Radom Główny_i')",1
819,"('Trawniki_i', 'Trawniki_o')",0
820,"('Częstochowa Stradom_o', 'Krzepice_i')",1
821,"('Wieluń_o', 'Wieruszów Miasto_i')",1
822,"('Tarnów_o', 'Kraków Główny_i')",1
823,"('Gliwice_o', 'Pyskowice_i')",1
824,"('Rzeszów Zachodni_i', 'Rzeszów Zachodni_o')",0
825,"('Bochnia_o', 'Brzesko Okocim_i')",1
826,"('Kaliska_o', 'Starogard Gdański_i')",1
827,"('Nisko_o', 'Stalowa Wola Centrum_i')",1
828,"('Gdynia Główna_o', 'Lębork_i')",1
829,"('Żyrardów_o', 'Grodzisk Mazowiecki_i')",1
830,"('Wołów_i', 'Wołów_o')",1
831,"('Kłodzko Miasto_i', 'Kłodzko Miasto_o')",1
832,"('Czechowice-Dziedzice_o', 'Zebrzydowice_i')",1
833,"('Starogard Gdański_o', 'Tczew_i')",1
834,"('Ropczyce_o', 'Dębica_i')",1
835,"('Lubliniec_o', 'Olesno Śląskie_i')",1
836,"('Prudnik_o', 'Głogówek_i')",1
837,"('Nowa Sarzyna_o', 'Leżajsk_i')",1
838,"('Bohumín_i', 'Bohumín_o')",1
839,"('Zaklików_o', 'Stalowa Wola Rozwadów_i')",1
840,"('Płock_i', 'Płock_o')",2
841,"('Kędzierzyn Koźle_o', 'Zdzieszowice_i')",1
842,"('Środa Wielkopolska_o', 'Poznań Główny_i')",1
843,"('Łuków_i', 'Łuków_o')",1
844,"('Zamość Starówka_i', 'Zamość Starówka_o')",0
845,"('Żychlin_o', 'Kutno_i')",1
846,"('Milicz_o', 'Oleśnica Rataje_i')",1
847,"('Krajenka_o', 'Piła Główna_i')",1
848,"('Świebodzice_i', 'Świebodzice_o')",1
849,"('Bardo Śląskie_o', 'Kamieniec Ząbkowicki_i')",1
850,"('Dębica_o', 'Tarnów_i')",1
851,"('Bogoniowice Ciężkowice_o', 'Gorlice Zagórzany_i')",1
852,"('Chałupki_i', 'Chałupki_o')",1
853,"('Białystok Zielone Wzgórza_o', 'Bielsk Podlaski_i')",1
854,"('Opole Główne_i', 'Opole Główne_o')",2
855,"('Mieszkowice_o', 'Chojna_i')",1
856,"('Aleksandrów Kujawski_o', 'Włocławek_i')",2
857,"('Pasłęk_o', 'Elbląg_i')",1
858,"('Smętowo_o', 'Laskowice Pomorskie_i')",1
859,"('Radom Gołębiów_o', 'Warka_i')",1
860,"('Żychlin_o', 'Łowicz Główny_i')",1
861,"('Pieńsk_i', 'Pieńsk_o')",0
862,"('Warszawa Młynów_i', 'Warszawa Młynów_o')",1
863,"('Toruń Wschodni_o', 'Toruń Miasto_i')",1
864,"('Grodzisk Mazowiecki_o', 'Żyrardów_i')",1
865,"('Kowalewo Pomorskie_i', 'Kowalewo Pomorskie_o')",0
866,"('Ełk_o', 'Grajewo_i')",1
867,"('Zawada_o', 'Izbica_i')",1
868,"('Środa Wielkopolska_o', 'Jarocin_i')",1
869,"('Lubin_o', 'Legnica_i')",1
870,"('Kępno_o', 'Byczyna Kluczborska_i')",1
871,"('Zagórz_o', 'Sanok_i')",1
872,"('Gostynin_i', 'Gostynin_o')",0
873,"('Przeworsk_o', 'Łańcut_i')",1
874,"('Choszczno_o', 'Stargard_i')",2
875,"('Suchedniów_o', 'Skarżysko Kamienna_i')",1
876,"('Chełm Miasto_i', 'Chełm Miasto_o')",0
877,"('Augustów_i', 'Augustów_o')",1
878,"('Elbląg_i', 'Elbląg_o')",1
879,"('Inowrocław_o', 'Gniezno_i')",1
880,"('Kalwaria Zebrzydowska Lanckorona_o', 'Kraków Główny_i')",1
881,"('Wejherowo_i', 'Wejherowo_o')",1
882,"('Maków Podhalański_o', 'Chabówka Stadion_i')",1
883,"('Nowy Tomyśl_o', 'Zbąszyń_i')",1
884,"('Łódź Dąbrowa_o', 'Łódź Chojny_i')",1
885,"('Pyskowice_o', 'Lubliniec_i')",1
886,"('Sobolew_o', 'Dęblin_i')",1
887,"('Otmuchów_o', 'Paczków_i')",1
888,"('Gorlice Zagórzany_o', 'Biecz_i')",1
889,"('Tuchów_o', 'Bogoniowice Ciężkowice_i')",1
890,"('Biecz_i', 'Biecz_o')",0
891,"('Rypin_o', 'Sierpc_i')",1
892,"('Chrzanów Śródmieście_o', 'Trzebinia_i')",1
893,"('Nowa Sarzyna_i', 'Nowa Sarzyna_o')",0
894,"('Krosno_i', 'Krosno_o')",0
895,"('Tarnobrzeg_o', 'Stalowa Wola Charzewice_i')",1
896,"('Żychlin_i', 'Żychlin_o')",0
897,"('Jarocin_o', 'Środa Wielkopolska_i')",1
898,"('Wałcz_i', 'Wałcz_o')",1
899,"('Żagań_o', 'Żary_i')",1
900,"('Jędrzejów_o', 'Sędziszów_i')",1
901,"('Bielsko-Biała Główna_o', 'Czechowice-Dziedzice_i')",1
902,"('Brzeg_o', 'Oława_i')",2
903,"('Bydgoszcz Wschód_i', 'Bydgoszcz Wschód_o')",0
904,"('Iława Główna_o', 'Warszawa Wschodnia_i')",2
905,"('Piła Główna_o', 'Chodzież_i')",1
906,"('Żagań_i', 'Żagań_o')",0
907,"('Nowa Sól_i', 'Nowa Sól_o')",1
908,"('Prabuty_o', 'Malbork_i')",1
909,"('Mysłowice_i', 'Mysłowice_o')",2
910,"('Jarocin_i', 'Jarocin_o')",1
911,"('Zawiercie_o', 'Sosnowiec Główny_i')",1
912,"('Przeworsk_i', 'Przeworsk_o')",1
913,"('Stalowa Wola Rozwadów_o', 'Stalowa Wola Centrum_i')",1
914,"('Goleniów_i', 'Goleniów_o')",1
915,"('Szczecin Dąbie_o', 'Szczecin Główny_i')",2
916,"('Konin_o', 'Kutno_i')",1
917,"('Żegiestów Zdrój_o', 'Wierchomla Wielka_i')",1
918,"('Pabianice_o', 'Łódź Retkinia_i')",1
919,"('Katowice_o', 'Zabrze_i')",2
920,"('Łódź Chojny_i', 'Łódź Chojny_o')",1
921,"('Kolbuszowa_i', 'Kolbuszowa_o')",1
922,"('Gliwice_o', 'Kędzierzyn Koźle_i')",1
923,"('Jelenia Góra_o', 'Wałbrzych Miasto_i')",1
924,"('Sucha Beskidzka Zamek_o', 'Maków Podhalański_i')",1
925,"('Sędzisław_i', 'Sędzisław_o')",1
926,"('Opoczno Południe_o', 'Tomaszów Mazowiecki_i')",1
927,"('Stalowa Wola Centrum_o', 'Nisko_i')",1
928,"('Warka_i', 'Warka_o')",1
929,"('Gdańsk Główny_o', 'Gdańsk Wrzeszcz_i')",2
930,"('Poznań Główny_o', 'Swarzędz_i')",1
931,"('Petrovice u Karviné_i', 'Petrovice u Karviné_o')",0
932,"('Sztum_i', 'Sztum_o')",0
933,"('Biecz_o', 'Jasło_i')",1
934,"('Łódź Retkinia_o', 'Łódź Chojny_i')",1
935,"('Kraków Płaszów_o', 'Bochnia_i')",1
936,"('Opole Główne_o', 'Strzelce Opolskie_i')",1
937,"('Gorlice Zagórzany_i', 'Gorlice Zagórzany_o')",0
938,"('Koluszki_o', 'Skierniewice_i')",2
939,"('Łódź\xa0Żabiniec_i', 'Łódź\xa0Żabiniec_o')",0
940,"('Żory_i', 'Żory_o')",1
941,"('Kuźnia Raciborska_o', 'Racibórz_i')",1
942,"('Łódź Retkinia_o', 'Łódź Kaliska_i')",1
943,"('Zbąszyń_i', 'Zbąszyń_o')",1
944,"('Gdańsk Wrzeszcz_o', 'Gdańsk Oliwa_i')",2
945,"('Czechowice-Dziedzice_o', 'Pszczyna_i')",1
