,Edge,Capacity
474,"('Kalisz_o', 'Ostrów Wielkopolski_i')",1
475,"('Kutno_o', 'Żychlin_i')",1
476,"('Zamość Wschód_i', 'Zamość Wschód_o')",1
477,"('Iława Główna_o', 'Jabłonowo Pomorskie_i')",1
478,"('Miechów_o', 'Włoszczowa Północ_i')",1
479,"('Włocławek_i', 'Włocławek_o')",1
480,"('Grajewo_o', 'Ełk_i')",1
481,"('Dobiegniew_o', 'Choszczno_i')",1
482,"('Szczecin Główny_i', 'Szczecin Główny_o')",1
483,"('Kłodzko Główne_i', 'Kłodzko Główne_o')",1
484,"('Sieradz_o', 'Zduńska Wola_i')",1
485,"('Wrocław Nadodrze_o', 'Oleśnica Rataje_i')",1
486,"('Kutno_o', 'Konin_i')",1
487,"('Tarnobrzeg_o', 'Nowa Dęba_i')",1
488,"('Kłodzko Główne_o', 'Nowa Ruda_i')",1
489,"('Pasłęk_o', 'Morąg_i')",1
490,"('Trzcianka_o', 'Piła Główna_i')",1
491,"('Oborniki Wielkopolskie Miasto_i', 'Oborniki Wielkopolskie Miasto_o')",1
492,"('Jedlicze_o', 'Jasło_i')",1
493,"('Choszczno_i', 'Choszczno_o')",1
494,"('Zagórz_i', 'Zagórz_o')",1
495,"('Czyżew_o', 'Szepietowo_i')",1
496,"('Wrocław Główny_o', 'Opole Główne_i')",1
497,"('Wałbrzych Główny_o', 'Wałbrzych Miasto_i')",1
498,"('Wieleń_o', 'Krzyż_i')",1
499,"('Świebodzice_o', 'Jaworzyna Śląska_i')",1
500,"('Pasłęk_i', 'Pasłęk_o')",1
501,"('Pszczyna_o', 'Czechowice-Dziedzice_i')",1
502,"('Bogoniowice Ciężkowice_o', 'Gorlice Zagórzany_i')",1
503,"('Rypin_o', 'Brodnica_i')",1
504,"('Słupsk_i', 'Słupsk_o')",1
505,"('Koło_o', 'Konin_i')",1
506,"('Szczytno_o', 'Olsztyn Główny_i')",1
507,"('Kowalewo Pomorskie_o', 'Toruń Wschodni_i')",1
508,"('Strzelin_o', 'Ziębice_i')",1
509,"('Bielsk Podlaski_o', 'Białystok Zielone Wzgórza_i')",1
510,"('Strzelin_i', 'Strzelin_o')",1
511,"('Piła Główna_i', 'Piła Główna_o')",1
512,"('Jarocin_i', 'Jarocin_o')",1
513,"('Łobez_o', 'Runowo Pomorskie_i')",1
514,"('Sztum_o', 'Malbork_i')",1
515,"('Nidzica_o', 'Działdowo_i')",1
516,"('Ozimek_i', 'Ozimek_o')",1
517,"('Legionowo_o', 'Warszawa Gdańska_i')",1
518,"('Goleniów_i', 'Goleniów_o')",1
519,"('Legionowo_o', 'Warszawa Wschodnia_i')",1
520,"('Janowice Wielkie_i', 'Janowice Wielkie_o')",1
521,"('Sędziszów Małopolski_o', 'Rzeszów Główny_i')",1
522,"('Kraków Główny_o', 'Kraków Płaszów_i')",1
523,"('Chotyłów_i', 'Chotyłów_o')",1
524,"('Przemyśl Główny_o', 'Przemyśl Zasanie_i')",1
525,"('Wrocław Leśnica_o', 'Środa Śląska_i')",1
526,"('Dobiegniew_i', 'Dobiegniew_o')",1
527,"('Krzyż_o', 'Poznań Główny_i')",1
528,"('Inowrocław_i', 'Inowrocław_o')",1
529,"('Gorlice Zagórzany_o', 'Biecz_i')",1
530,"('Petrovice u Karviné_i', 'Petrovice u Karviné_o')",1
531,"('Warszawa Zachodnia_o', 'Kutno_i')",1
532,"('Świdnica Miasto_i', 'Świdnica Miasto_o')",1
533,"('Łańcut_i', 'Łańcut_o')",1
534,"('Piotrków Trybunalski_o', 'Koluszki_i')",1
535,"('Drzewica_o', 'Tomaszów Mazowiecki_i')",1
536,"('Tarnów_i', 'Tarnów_o')",1
537,"('Kalisz_o', 'Sieradz_i')",1
538,"('Biała Piska_o', 'Ełk_i')",1
539,"('Warszawa Centralna_o', 'Warszawa Zachodnia_i')",1
540,"('Warszawa Wschodnia_o', 'Pilawa_i')",1
541,"('Warszawa Zachodnia (Peron 9)_i', 'Warszawa Zachodnia (Peron 9)_o')",1
542,"('Skwierzyna_o', 'Międzyrzecz_i')",1
543,"('Krosno Miasto_i', 'Krosno Miasto_o')",1
544,"('Elbląg_o', 'Pasłęk_i')",1
545,"('Gdańsk Oliwa_i', 'Gdańsk Oliwa_o')",1
546,"('Rytro_o', 'Stary Sącz_i')",1
547,"('Mostiska II_i', 'Mostiska II_o')",1
548,"('Radymno_i', 'Radymno_o')",1
549,"('Gorzów Wielkopolski Wschodni_o', 'Gorzów Wielkopolski_i')",1
550,"('Zarszyn_o', 'Sanok_i')",1
551,"('Działdowo_o', 'Iława Główna_i')",1
552,"('Kamieniec Ząbkowicki_o', 'Ząbkowice Śląskie_i')",1
553,"('Poznań Główny_o', 'Leszno_i')",1
554,"('Poznań Główny_o', 'Konin_i')",1
555,"('Bochnia_i', 'Bochnia_o')",1
556,"('Siedlce Zachodnie_i', 'Siedlce Zachodnie_o')",1
557,"('Tychy_i', 'Tychy_o')",1
558,"('Brzeg Dolny_o', 'Wołów_i')",1
559,"('Przemyśl Zasanie_o', 'Przemyśl Główny_i')",1
560,"('Strzelce Krajeńskie Wschód_i', 'Strzelce Krajeńskie Wschód_o')",1
561,"('Lubliniec_o', 'Olesno Śląskie_i')",1
562,"('Czyżew_i', 'Czyżew_o')",1
563,"('Przeworsk_i', 'Przeworsk_o')",1
564,"('Prabuty_o', 'Iława Główna_i')",1
565,"('Nowa Sarzyna_i', 'Nowa Sarzyna_o')",1
566,"('Piaseczno_i', 'Piaseczno_o')",1
567,"('Kościan_o', 'Leszno_i')",1
568,"('Grudziądz_o', 'Kwidzyn_i')",1
569,"('Gorzów Wielkopolski Wschodni_o', 'Strzelce Krajeńskie Wschód_i')",1
570,"('Kędzierzyn Koźle_o', 'Zdzieszowice_i')",1
571,"('Jaworzyna Śląska_i', 'Jaworzyna Śląska_o')",1
572,"('Katowice_o', 'Zabrze_i')",1
573,"('Ostrów Wielkopolski_o', 'Twardogóra_i')",1
574,"('Lubartów_i', 'Lubartów_o')",1
575,"('Tomaszów Mazowiecki_o', 'Łódź Widzew_i')",1
576,"('Tczew_o', 'Malbork_i')",1
577,"('Otwock_i', 'Otwock_o')",1
578,"('Kalwaria Zebrzydowska Lanckorona_i', 'Kalwaria Zebrzydowska Lanckorona_o')",1
579,"('Głogów_i', 'Głogów_o')",1
580,"('Siedlce Zachodnie_o', 'Mrozy_i')",1
581,"('Zgierz_o', 'Łódź\xa0Żabiniec_i')",1
582,"('Włoszczowa_o', 'Kielce_i')",1
583,"('Babiak_o', 'Piotrków Kujawski_i')",1
584,"('Muszyna_o', 'Muszyna Zdrój_i')",1
585,"('Stróże_i', 'Stróże_o')",1
586,"('Wałbrzych Miasto_o', 'Wałbrzych Główny_i')",1
587,"('Żegiestów Zdrój_o', 'Wierchomla Wielka_i')",1
588,"('Ostróda_o', 'Iława Główna_i')",1
589,"('Radzyń Podlaski_o', 'Parczew_i')",1
590,"('Stary Sącz_i', 'Stary Sącz_o')",1
591,"('Mońki_o', 'Osowiec_i')",1
592,"('Suchedniów_i', 'Suchedniów_o')",1
593,"('Zamość_o', 'Zawada_i')",1
594,"('Twardogóra_o', 'Oleśnica Rataje_i')",1
595,"('Łódź Kaliska_o', 'Łódź Pabianicka_i')",1
596,"('Gorzów Wielkopolski_i', 'Gorzów Wielkopolski_o')",1
597,"('Zakopane_i', 'Zakopane_o')",1
598,"('Grybów_o', 'Nowy Sącz_i')",1
599,"('Zawiercie_o', 'Dąbrowa Górnicza_i')",1
600,"('Tłuszcz_o', 'Łochów_i')",1
601,"('Chełm_o', 'Chełm Miasto_i')",1
602,"('Ruciane Nida_o', 'Pisz_i')",1
603,"('Żmigród_o', 'Rawicz_i')",1
604,"('Oborniki Wielkopolskie Miasto_o', 'Rogoźno Wielkopolskie_i')",1
605,"('Mława_o', 'Ciechanów_i')",1
606,"('Suwałki_o', 'Augustów_i')",1
607,"('Środa Śląska_i', 'Środa Śląska_o')",1
608,"('Kraśnik_o', 'Zaklików_i')",1
609,"('Sławno_o', 'Słupsk_i')",1
610,"('Mońki_i', 'Mońki_o')",1
611,"('Częstochowa Stradom_o', 'Myszków_i')",1
612,"('Runowo Pomorskie_i', 'Runowo Pomorskie_o')",1
613,"('Tarnów_o', 'Tuchów_i')",1
614,"('Łowicz Główny_o', 'Kutno_i')",1
615,"('Stary Sącz_o', 'Nowy Sącz_i')",1
616,"('Tczew_o', 'Pruszcz Gdański_i')",1
617,"('Zwierzyniec_o', 'Szczebrzeszyn_i')",1
618,"('Gryfino_o', 'Szczecin Główny_i')",1
619,"('Kluczbork_i', 'Kluczbork_o')",1
620,"('Poznań Główny_o', 'Krzyż_i')",1
621,"('Oborniki Śląskie_o', 'Wrocław Mikołajów_i')",1
622,"('Zgorzelec_i', 'Zgorzelec_o')",1
623,"('Rudnik nad Sanem_o', 'Nowa Sarzyna_i')",1
624,"('Krasnystaw Miasto_o', 'Izbica_i')",1
625,"('Łódź Widzew_o', 'Tomaszów Mazowiecki_i')",1
626,"('Nurzec_i', 'Nurzec_o')",1
627,"('Trzebinia_i', 'Trzebinia_o')",1
628,"('Lębork_o', 'Słupsk_i')",1
629,"('Świdnica Miasto_o', 'Dzierżoniów Śląski_i')",1
630,"('Warszawa Wschodnia_o', 'Wołomin_i')",1
631,"('Rzeszów Zachodni_o', 'Rzeszów Główny_i')",1
632,"('Jasło_i', 'Jasło_o')",1
633,"('Wrocław Główny_i', 'Wrocław Główny_o')",1
634,"('Łódź Chojny_i', 'Łódź Chojny_o')",1
635,"('Sztum_i', 'Sztum_o')",1
636,"('Sieradz_i', 'Sieradz_o')",1
637,"('Ustka_o', 'Słupsk_i')",1
638,"('Łódź Pabianicka_i', 'Łódź Pabianicka_o')",1
639,"('Międzyrzec Podlaski_o', 'Łuków_i')",1
640,"('Krzeszowice_i', 'Krzeszowice_o')",1
641,"('Katowice_o', 'Tychy_i')",1
642,"('Siedlce Zachodnie_o', 'Siedlce_i')",1
643,"('Ząbkowice Śląskie_o', 'Dzierżoniów Śląski_i')",1
644,"('Petrovice u Karviné_o', 'Zebrzydowice_i')",1
645,"('Koluszki_o', 'Tomaszów Mazowiecki_i')",1
646,"('Czechowice-Dziedzice_i', 'Czechowice-Dziedzice_o')",1
647,"('Sędzisław_o', 'Janowice Wielkie_i')",1
648,"('Runowo Pomorskie_o', 'Łobez_i')",1
649,"('Chociwel_o', 'Runowo Pomorskie_i')",1
650,"('Bohumín_i', 'Bohumín_o')",1
651,"('Czeremcha_o', 'Hajnówka_i')",1
652,"('Sędzisław_i', 'Sędzisław_o')",1
653,"('Koniecpol_o', 'Włoszczowa_i')",1
654,"('Bydgoszcz Wschód_i', 'Bydgoszcz Wschód_o')",1
655,"('Chełm Miasto_o', 'Chełm_i')",1
656,"('Olsztyn Zachodni_o', 'Ostróda_i')",1
657,"('Wyrzysk Osiek_o', 'Nakło nad Notecią_i')",1
658,"('Stary Sącz_o', 'Rytro_i')",1
659,"('Brodnica_o', 'Rypin_i')",1
660,"('Warszawa Gdańska_o', 'Warszawa Młynów_i')",1
661,"('Kielce_i', 'Kielce_o')",1
662,"('Mińsk Mazowiecki_o', 'Warszawa Wschodnia_i')",1
663,"('Jedlina-Zdrój_i', 'Jedlina-Zdrój_o')",1
664,"('Ciechanów_i', 'Ciechanów_o')",1
665,"('Runowo Pomorskie_o', 'Chociwel_i')",1
666,"('Wąbrzeźno_o', 'Jabłonowo Pomorskie_i')",1
667,"('Kraków Główny_o', 'Warszawa Zachodnia_i')",1
668,"('Łódź Chojny_o', 'Łódź Kaliska_i')",1
669,"('Dębica_o', 'Ropczyce_i')",1
670,"('Ścinawa_i', 'Ścinawa_o')",1
671,"('Milicz_i', 'Milicz_o')",1
672,"('Olesno Śląskie_i', 'Olesno Śląskie_o')",1
673,"('Ozorków_o', 'Łęczyca_i')",1
674,"('Zbąszyń_o', 'Zbąszynek_i')",1
675,"('Wronki_o', 'Krzyż_i')",1
676,"('Koszalin_o', 'Słupsk_i')",1
677,"('Ustronie Morskie_i', 'Ustronie Morskie_o')",1
678,"('Piaseczno_o', 'Warka_i')",1
679,"('Krynica Zdrój_i', 'Krynica Zdrój_o')",1
680,"('Żyrardów_o', 'Warszawa Gdańska_i')",1
681,"('Nowa Ruda_o', 'Jedlina-Zdrój_i')",1
682,"('Leszno_i', 'Leszno_o')",1
683,"('Bogoniowice Ciężkowice_i', 'Bogoniowice Ciężkowice_o')",1
684,"('Prudnik_i', 'Prudnik_o')",1
685,"('Nowe Drezdenko_i', 'Nowe Drezdenko_o')",1
686,"('Chojna_o', 'Kostrzyn_i')",1
687,"('Łapy_i', 'Łapy_o')",1
688,"('Lubliniec_o', 'Częstochowa Stradom_i')",1
689,"('Białogard_o', 'Kołobrzeg_i')",1
690,"('Siedlce_i', 'Siedlce_o')",1
691,"('Opalenica_o', 'Poznań Główny_i')",1
692,"('Stalowa Wola Rozwadów_o', 'Biłgoraj_i')",1
693,"('Łódź Widzew_i', 'Łódź Widzew_o')",1
694,"('Warszawa Zachodnia_i', 'Warszawa Zachodnia_o')",1
695,"('Gliwice_i', 'Gliwice_o')",1
696,"('Przeworsk_o', 'Leżajsk_i')",1
697,"('Mieszkowice_i', 'Mieszkowice_o')",1
698,"('Nowa Ruda_o', 'Kłodzko Główne_i')",1
699,"('Smętowo_i', 'Smętowo_o')",1
700,"('Opoczno Południe_o', 'Warszawa Zachodnia_i')",1
701,"('Olsztynek_o', 'Nidzica_i')",1
702,"('Katowice_o', 'Rybnik_i')",1
703,"('Ziębice_o', 'Kamieniec Ząbkowicki_i')",1
704,"('Nowy Dwór Mazowiecki_i', 'Nowy Dwór Mazowiecki_o')",1
705,"('Laskowice Pomorskie_o', 'Smętowo_i')",1
706,"('Nałęczów_o', 'Lublin Zachodni_i')",1
707,"('Nowy Targ_o', 'Zakopane_i')",1
708,"('Skwierzyna_i', 'Skwierzyna_o')",1
709,"('Wrocław Główny_o', 'Jaworzyna Śląska_i')",1
710,"('Łódź Retkinia_i', 'Łódź Retkinia_o')",1
711,"('Piła Główna_o', 'Wałcz_i')",1
712,"('Koszalin_o', 'Ustronie Morskie_i')",1
713,"('Strzelce Opolskie_i', 'Strzelce Opolskie_o')",1
714,"('Warszawa Gdańska_o', 'Otwock_i')",1
715,"('Ustronie Morskie_o', 'Koszalin_i')",1
716,"('Trakiszki_o', 'Suwałki_i')",1
717,"('Dzierżoniów Śląski_i', 'Dzierżoniów Śląski_o')",1
718,"('Prudnik_o', 'Nysa_i')",1
719,"('Łódź Retkinia_o', 'Łódź Kaliska_i')",1
720,"('Jelenia Góra_i', 'Jelenia Góra_o')",1
721,"('Bielsko-Biała Główna_i', 'Bielsko-Biała Główna_o')",1
722,"('Wołów_i', 'Wołów_o')",1
723,"('Radomsko_o', 'Gorzkowice_i')",1
724,"('Pabianice_i', 'Pabianice_o')",1
725,"('Kluczbork_o', 'Byczyna Kluczborska_i')",1
726,"('Ścinawa_o', 'Głogów_i')",1
727,"('Łapy_o', 'Białystok Zielone Wzgórza_i')",1
728,"('Żary_i', 'Żary_o')",1
729,"('Włoszczowa Północ_o', 'Sosnowiec Główny_i')",1
730,"('Zawiercie_o', 'Warszawa Zachodnia_i')",1
731,"('Tuchów_i', 'Tuchów_o')",1
732,"('Leszno_o', 'Wrocław Główny_i')",1
733,"('Lublin Główny_o', 'Lubartów_i')",1
734,"('Poznań Główny_o', 'Szamotuły_i')",1
735,"('Łochów_o', 'Małkinia_i')",1
736,"('Kaliska_o', 'Czarna Woda_i')",1
737,"('Poznań Główny_o', 'Swarzędz_i')",1
738,"('Janowice Wielkie_o', 'Jelenia Góra_i')",1
739,"('Sucha Beskidzka Zamek_o', 'Maków Podhalański_i')",1
740,"('Środa Śląska_o', 'Legnica_i')",1
741,"('Opoczno Południe_o', 'Włoszczowa Północ_i')",1
742,"('Toruń Główny_o', 'Aleksandrów Kujawski_i')",1
743,"('Kutno_o', 'Gostynin_i')",1
744,"('Rejowiec_o', 'Chełm Miasto_i')",1
745,"('Piła Główna_o', 'Chodzież_i')",1
746,"('Ostrzeszów_o', 'Ostrów Wielkopolski_i')",1
747,"('Choszczno_o', 'Stargard_i')",1
748,"('Sucha Beskidzka Zamek_i', 'Sucha Beskidzka Zamek_o')",1
749,"('Żagań_o', 'Żary_i')",1
750,"('Międzyrzec Podlaski_o', 'Biała Podlaska_i')",1
751,"('Warszawa Zachodnia_o', 'Włoszczowa Północ_i')",1
752,"('Sławno_i', 'Sławno_o')",1
753,"('Białystok Zielone Wzgórza_i', 'Białystok Zielone Wzgórza_o')",1
754,"('Gniezno_o', 'Inowrocław_i')",1
755,"('Jabłonowo Pomorskie_i', 'Jabłonowo Pomorskie_o')",1
756,"('Chełm_i', 'Chełm_o')",1
757,"('Dzierżoniów Śląski_o', 'Ząbkowice Śląskie_i')",1
758,"('Opole Główne_o', 'Brzeg_i')",1
759,"('Augustów_o', 'Suwałki_i')",1
760,"('Zawiercie_o', 'Jaworzno Szczakowa_i')",1
761,"('Kamieniec Ząbkowicki_o', 'Paczków_i')",1
762,"('Chojnice_o', 'Czersk_i')",1
763,"('Elbląg_i', 'Elbląg_o')",1
764,"('Parczew_o', 'Radzyń Podlaski_i')",1
765,"('Brzesko Okocim_o', 'Tarnów_i')",1
766,"('Trakiszki_o', 'Mockava_i')",1
767,"('Wyrzysk Osiek_i', 'Wyrzysk Osiek_o')",1
768,"('Słupca_o', 'Konin_i')",1
769,"('Łódź Widzew_o', 'Koluszki_i')",1
770,"('Piła Główna_o', 'Wyrzysk Osiek_i')",1
771,"('Sanok_i', 'Sanok_o')",1
772,"('Nurzec_o', 'Czeremcha_i')",1
773,"('Dorohusk_i', 'Dorohusk_o')",1
774,"('Skierniewice_o', 'Żyrardów_i')",1
775,"('Sopot_o', 'Gdynia Główna_i')",1
776,"('Warszawa Gdańska_i', 'Warszawa Gdańska_o')",1
777,"('Czechowice-Dziedzice_o', 'Pszczyna_i')",1
778,"('Choszczno_o', 'Dobiegniew_i')",1
779,"('Ustka_i', 'Ustka_o')",1
780,"('Opole Główne_o', 'Gogolin_i')",1
781,"('Werbkowice_i', 'Werbkowice_o')",1
782,"('Krzepice_i', 'Krzepice_o')",1
783,"('Recz Pomorski_o', 'Stargard_i')",1
784,"('Morąg_i', 'Morąg_o')",1
785,"('Bardo Śląskie_o', 'Kamieniec Ząbkowicki_i')",1
786,"('Gniezno_o', 'Mogilno_i')",1
787,"('Dąbrowa Górnicza_o', 'Będzin Miasto_i')",1
788,"('Starachowice Wschodnie_o', 'Ostrowiec Świętokrzyski_i')",1
789,"('Wrocław Leśnica_i', 'Wrocław Leśnica_o')",1
790,"('Kutno_o', 'Warszawa Zachodnia_i')",1
791,"('Wronki_o', 'Szamotuły_i')",1
792,"('Sędzisław_o', 'Wałbrzych Główny_i')",1
793,"('Rybnik_o', 'Wodzisław Śląski_i')",1
794,"('Łódź Kaliska_i', 'Łódź Kaliska_o')",1
795,"('Białogard_o', 'Świdwin_i')",1
796,"('Czersk_i', 'Czersk_o')",1
797,"('Kutno_o', 'Warszawa Gdańska_i')",1
798,"('Ostrów Wielkopolski_o', 'Ostrzeszów_i')",1
799,"('Tychy_o', 'Katowice_i')",1
800,"('Krotoszyn_o', 'Milicz_i')",1
801,"('Stalowa Wola Centrum_o', 'Stalowa Wola Rozwadów_i')",1
802,"('Pisz_i', 'Pisz_o')",1
803,"('Głogów_o', 'Bytom Odrzański_i')",1
804,"('Wałbrzych Miasto_o', 'Wrocław Główny_i')",1
805,"('Mockava_o', 'Trakiszki_i')",1
806,"('Dęblin_o', 'Puławy Miasto_i')",1
807,"('Warszawa Gdańska_o', 'Zawiercie_i')",1
808,"('Ozorków_i', 'Ozorków_o')",1
809,"('Sarnaki_i', 'Sarnaki_o')",1
810,"('Gliwice_o', 'Zabrze_i')",1
811,"('Izbica_i', 'Izbica_o')",1
812,"('Laskowice Pomorskie_o', 'Bydgoszcz Główna_i')",1
813,"('Wrocław Mikołajów_o', 'Wrocław Nadodrze_i')",1
814,"('Wrocław Główny_o', 'Strzelin_i')",1
815,"('Opole Główne_o', 'Gliwice_i')",1
816,"('Krzyż_i', 'Krzyż_o')",1
817,"('Szczecin Dąbie_o', 'Goleniów_i')",1
818,"('Łask_o', 'Zduńska Wola_i')",1
819,"('Aleksandrów Kujawski_o', 'Toruń Główny_i')",1
820,"('Zielona Góra Główna_o', 'Nowa Sól_i')",1
821,"('Wrocław Główny_o', 'Legnica_i')",1
822,"('Mońki_o', 'Białystok Zielone Wzgórza_i')",1
823,"('Swarzędz_i', 'Swarzędz_o')",1
824,"('Zarszyn_i', 'Zarszyn_o')",1
825,"('Tarnobrzeg_o', 'Stalowa Wola Charzewice_i')",1
826,"('Biłgoraj_o', 'Stalowa Wola Rozwadów_i')",1
827,"('Gogolin_o', 'Zdzieszowice_i')",1
828,"('Siedlce_o', 'Siedlce Zachodnie_i')",1
829,"('Tczew_o', 'Smętowo_i')",1
830,"('Opalenica_o', 'Nowy Tomyśl_i')",1
831,"('Tuczno Krajeńskie_o', 'Kalisz Pomorski_i')",1
832,"('Zdzieszowice_i', 'Zdzieszowice_o')",1
833,"('Małomice_o', 'Rokitki_i')",1
834,"('Lubliniec_o', 'Gliwice_i')",1
835,"('Gdańsk Główny_o', 'Warszawa Wschodnia_i')",1
836,"('Twardogóra_i', 'Twardogóra_o')",1
837,"('Biecz_o', 'Gorlice Zagórzany_i')",1
838,"('Biecz_o', 'Jasło_i')",1
839,"('Rawicz_o', 'Żmigród_i')",1
840,"('Ozimek_o', 'Opole Główne_i')",1
841,"('Ziębice_o', 'Strzelin_i')",1
842,"('Poronin_o', 'Nowy Targ_i')",1
843,"('Jabłonowo Pomorskie_o', 'Iława Główna_i')",1
844,"('Białystok Zielone Wzgórza_o', 'Łapy_i')",1
845,"('Ostrowiec Świętokrzyski_i', 'Ostrowiec Świętokrzyski_o')",1
846,"('Starogard Gdański_o', 'Kaliska_i')",1
847,"('Swarzędz_o', 'Września_i')",1
848,"('Chodzież_i', 'Chodzież_o')",1
849,"('Wieluń_o', 'Wieruszów Miasto_i')",1
850,"('Poronin_o', 'Zakopane_i')",1
851,"('Malbork_o', 'Tczew_i')",1
852,"('Świebodzice_i', 'Świebodzice_o')",1
853,"('Warszawa Zachodnia_o', 'Częstochowa Stradom_i')",1
854,"('Koszalin_i', 'Koszalin_o')",1
855,"('Nowy Dwór Mazowiecki_o', 'Warszawa Wschodnia_i')",1
856,"('Łomnica Zdrój_o', 'Piwniczna Zdrój_i')",1
857,"('Rzeszów Zachodni_i', 'Rzeszów Zachodni_o')",1
858,"('Hajnówka_o', 'Czeremcha_i')",1
859,"('Wrocław Główny_o', 'Wałbrzych Miasto_i')",1
860,"('Racibórz_o', 'Kuźnia Raciborska_i')",1
861,"('Wysoka Kamieńska_o', 'Międzyzdroje_i')",1
862,"('Zarszyn_o', 'Wróblik Szlachecki_i')",1
863,"('Strzelce Krajeńskie Wschód_o', 'Gorzów Wielkopolski Wschodni_i')",1
864,"('Dęblin_i', 'Dęblin_o')",1
865,"('Zgierz_o', 'Ozorków_i')",1
866,"('Kutno_o', 'Łęczyca_i')",1
867,"('Częstochowa Stradom_o', 'Krzepice_i')",1
868,"('Krynica Zdrój_o', 'Muszyna Zdrój_i')",1
869,"('Szepietowo_o', 'Czyżew_i')",1
870,"('Gorzów Wielkopolski_o', 'Witnica_i')",1
871,"('Września_o', 'Swarzędz_i')",1
872,"('Grajewo_i', 'Grajewo_o')",1
873,"('Łódź Dąbrowa_o', 'Łódź Widzew_i')",1
874,"('Czarna Woda_o', 'Łąg_i')",1
875,"('Toruń Miasto_i', 'Toruń Miasto_o')",1
876,"('Ostrów Wielkopolski_o', 'Pleszew_i')",1
877,"('Opoczno Południe_i', 'Opoczno Południe_o')",1
878,"('Bochnia_o', 'Tarnów_i')",1
879,"('Brzeg_o', 'Oława_i')",1
880,"('Piotrków Trybunalski_o', 'Łódź Widzew_i')",1
881,"('Sanok_o', 'Zagórz_i')",1
882,"('Świdwin_o', 'Białogard_i')",1
883,"('Wodzisław Śląski_o', 'Chałupki_i')",1
884,"('Łowicz Główny_o', 'Sochaczew_i')",1
885,"('Warszawa Wschodnia_o', 'Nowy Dwór Mazowiecki_i')",1
886,"('Łódź Chojny_o', 'Piotrków Trybunalski_i')",1
887,"('Zawiercie_i', 'Zawiercie_o')",1
888,"('Stalowa Wola Rozwadów_i', 'Stalowa Wola Rozwadów_o')",1
889,"('Tuchów_o', 'Bogoniowice Ciężkowice_i')",1
890,"('Nowa Sól_o', 'Bytom Odrzański_i')",1
891,"('Czersk_o', 'Chojnice_i')",1
892,"('Wołów_o', 'Brzeg Dolny_i')",1
893,"('Żyrardów_o', 'Grodzisk Mazowiecki_i')",1
894,"('Babiak_i', 'Babiak_o')",1
895,"('Kraków Główny_o', 'Bochnia_i')",1
896,"('Chabówka Stadion_i', 'Chabówka Stadion_o')",1
897,"('Częstochowa Stradom_o', 'Lubliniec_i')",1
898,"('Łódź Chojny_o', 'Pabianice_i')",1
899,"('Września_i', 'Września_o')",1
900,"('Oleśnica Rataje_o', 'Milicz_i')",1
901,"('Wrocław Nadodrze_o', 'Wrocław Mikołajów_i')",1
902,"('Rybnik_o', 'Racibórz_i')",1
903,"('Sędziszów_o', 'Miechów_i')",1
904,"('Myszków_i', 'Myszków_o')",1
905,"('Inowrocław Rąbinek_i', 'Inowrocław Rąbinek_o')",1
906,"('Kielce_o', 'Jędrzejów_i')",1
907,"('Radzyń Podlaski_o', 'Łuków_i')",1
908,"('Warszawa Zachodnia_o', 'Grodzisk Mazowiecki_i')",1
909,"('Radymno_o', 'Jarosław_i')",1
910,"('Puławy Miasto_o', 'Nałęczów_i')",1
911,"('Brzesko Okocim_o', 'Bochnia_i')",1
912,"('Skarżysko Kamienna_o', 'Suchedniów_i')",1
913,"('Nowy Targ_i', 'Nowy Targ_o')",1
914,"('Biecz_i', 'Biecz_o')",1
915,"('Izbica_o', 'Zawada_i')",1
916,"('Koszalin_o', 'Białogard_i')",1
917,"('Bolesławiec_o', 'Chojnów_i')",1
918,"('Ostrów Wielkopolski_i', 'Ostrów Wielkopolski_o')",1
919,"('Kętrzyn_i', 'Kętrzyn_o')",1
920,"('Kłodzko Miasto_o', 'Kłodzko Główne_i')",1
921,"('Warszawa Gdańska_o', 'Działdowo_i')",1
922,"('Jędrzejów_o', 'Sędziszów_i')",1
923,"('Radom Gołębiów_o', 'Warka_i')",1
924,"('Warka_o', 'Piaseczno_i')",1
925,"('Rzeszów Zachodni_o', 'Kolbuszowa_i')",1
926,"('Radom Główny_o', 'Radom Gołębiów_i')",1
927,"('Żagań_i', 'Żagań_o')",1
928,"('Żary_o', 'Żagań_i')",1
929,"('Oława_o', 'Wrocław Główny_i')",1
930,"('Brzeg Dolny_i', 'Brzeg Dolny_o')",1
931,"('Dąbrowa Górnicza_o', 'Sosnowiec Główny_i')",1
932,"('Chojnów_o', 'Bolesławiec_i')",1
933,"('Warka_o', 'Radom Gołębiów_i')",1
934,"('Kostrzyn_o', 'Mieszkowice_i')",1
935,"('Tczew_o', 'Bydgoszcz Główna_i')",1
936,"('Głogówek_i', 'Głogówek_o')",1
937,"('Mińsk Mazowiecki_o', 'Mrozy_i')",1
938,"('Myszków_o', 'Zawiercie_i')",1
939,"('Nowy Tomyśl_i', 'Nowy Tomyśl_o')",1
940,"('Częstochowa Stradom_o', 'Gliwice_i')",1
941,"('Piaseczno_o', 'Warszawa Służewiec_i')",1
942,"('Kolbuszowa_i', 'Kolbuszowa_o')",1
943,"('Pisz_o', 'Biała Piska_i')",1
944,"('Tarnów_o', 'Kraków Płaszów_i')",1
945,"('Grybów_i', 'Grybów_o')",1
946,"('Płock_o', 'Gostynin_i')",1
