,Edge,Capacity
477,"('Biała Podlaska_o', 'Międzyrzec Podlaski_i')",1
478,"('Grybów_i', 'Grybów_o')",0
479,"('Małaszewicze Przystanek_o', 'Chotyłów_i')",1
480,"('Kutno_o', 'Koło_i')",1
481,"('Kraków Główny_o', 'Nowy Targ_i')",1
482,"('Brzeg_i', 'Brzeg_o')",1
483,"('Zdzieszowice_o', 'Gogolin_i')",1
484,"('Ełk_i', 'Ełk_o')",1
485,"('Drzewica_o', 'Przysucha_i')",1
486,"('Gniezno_o', 'Inowrocław_i')",1
487,"('Swarzędz_i', 'Swarzędz_o')",0
488,"('Częstochowa_o', 'Myszków_i')",1
489,"('Koluszki_i', 'Koluszki_o')",1
490,"('Sędziszów Małopolski_o', 'Ropczyce_i')",1
491,"('Bohumín_i', 'Bohumín_o')",1
492,"('Żagań_o', 'Żary_i')",1
493,"('Pilawa_i', 'Pilawa_o')",0
494,"('Dzierżoniów Śląski_o', 'Świdnica Miasto_i')",1
495,"('Morąg_o', 'Pasłęk_i')",1
496,"('Zgorzelec_o', 'Zgorzelec Miasto_i')",1
497,"('Starachowice Wschodnie_i', 'Starachowice Wschodnie_o')",0
498,"('Słupsk_o', 'Koszalin_i')",1
499,"('Rzeszów Główny_i', 'Rzeszów Główny_o')",1
500,"('Sucha Beskidzka Zamek_i', 'Sucha Beskidzka Zamek_o')",0
501,"('Częstochowa Stradom_o', 'Gliwice_i')",1
502,"('Słupsk_i', 'Słupsk_o')",1
503,"('Giżycko_o', 'Kętrzyn_i')",1
504,"('Zgorzelec_i', 'Zgorzelec_o')",0
505,"('Kostrzyn_o', 'Witnica_i')",1
506,"('Oborniki Wielkopolskie Miasto_i', 'Oborniki Wielkopolskie Miasto_o')",1
507,"('Toruń Główny_i', 'Toruń Główny_o')",1
508,"('Pyskowice_o', 'Lubliniec_i')",1
509,"('Nysa_o', 'Prudnik_i')",1
510,"('Głogów_o', 'Bytom Odrzański_i')",1
511,"('Poronin_i', 'Poronin_o')",1
512,"('Stróże_o', 'Bobowa Miasto_i')",1
513,"('Wałbrzych Miasto_o', 'Jelenia Góra_i')",1
514,"('Krzepice_o', 'Częstochowa Stradom_i')",1
515,"('Rudnik nad Sanem_o', 'Nowa Sarzyna_i')",1
516,"('Mońki_i', 'Mońki_o')",2
517,"('Zabrze_o', 'Katowice_i')",2
518,"('Mrozy_i', 'Mrozy_o')",0
519,"('Gliwice_i', 'Gliwice_o')",2
520,"('Ząbkowice Śląskie_o', 'Dzierżoniów Śląski_i')",1
521,"('Słupca_o', 'Konin_i')",1
522,"('Nowy Dwór Mazowiecki_o', 'Nasielsk_i')",1
523,"('Piła Główna_o', 'Wałcz_i')",1
524,"('Małomice_o', 'Rokitki_i')",1
525,"('Łódź Kaliska_o', 'Łódź Retkinia_i')",1
526,"('Lubliniec_o', 'Częstochowa Stradom_i')",2
527,"('Świebodzice_o', 'Wałbrzych Miasto_i')",1
528,"('Gorlice Zagórzany_o', 'Biecz_i')",1
529,"('Warszawa Młynów_i', 'Warszawa Młynów_o')",1
530,"('Kościan_o', 'Leszno_i')",1
531,"('Wysoka Kamieńska_i', 'Wysoka Kamieńska_o')",0
532,"('Międzyzdroje_o', 'Świnoujście_i')",1
533,"('Tuchów_o', 'Bogoniowice Ciężkowice_i')",1
534,"('Oleśnica Rataje_o', 'Milicz_i')",1
535,"('Włoszczowa Północ_o', 'Zawiercie_i')",1
536,"('Działdowo_o', 'Warszawa Wschodnia_i')",1
537,"('Wąbrzeźno_o', 'Jabłonowo Pomorskie_i')",1
538,"('Świdnik Miasto_o', 'Trawniki_i')",1
539,"('Lublin Zachodni_o', 'Nałęczów_i')",2
540,"('Wąbrzeźno_o', 'Kowalewo Pomorskie_i')",1
541,"('Opole Główne_o', 'Brzeg_i')",2
542,"('Gliwice_o', 'Pyskowice_i')",1
543,"('Prudnik_o', 'Nysa_i')",1
544,"('Grybów_o', 'Stróże_i')",1
545,"('Chotyłów_o', 'Biała Podlaska_i')",1
546,"('Włoszczowa Północ_o', 'Sosnowiec Główny_i')",1
547,"('Malbork_o', 'Tczew_i')",3
548,"('Pszczyna_o', 'Tychy_i')",1
549,"('Warszawa Zachodnia_o', 'Żyrardów_i')",2
550,"('Skarżysko Kościelne_o', 'Radom Główny_i')",1
551,"('Ustronie Morskie_i', 'Ustronie Morskie_o')",0
552,"('Przemyśl Główny_o', 'Mostiska II_i')",1
553,"('Ostrowiec Świętokrzyski_i', 'Ostrowiec Świętokrzyski_o')",0
554,"('Zamość_i', 'Zamość_o')",1
555,"('Piaseczno_o', 'Warka_i')",1
556,"('Babiak_o', 'Piotrków Kujawski_i')",1
557,"('Zawiercie_o', 'Jaworzno Szczakowa_i')",1
558,"('Kostrzyn_o', 'Rzepin_i')",1
559,"('Opole Główne_o', 'Ozimek_i')",1
560,"('Zawiercie_o', 'Włoszczowa Północ_i')",1
561,"('Tereszpol Biłgorajski_o', 'Zwierzyniec_i')",1
562,"('Koszalin_o', 'Sławno_i')",2
563,"('Bogoniowice Ciężkowice_i', 'Bogoniowice Ciężkowice_o')",0
564,"('Zielona Góra Główna_o', 'Sulechów_i')",1
565,"('Jaworzyna Śląska_o', 'Świdnica Miasto_i')",1
566,"('Iława Główna_o', 'Malbork_i')",2
567,"('Koniecpol_i', 'Koniecpol_o')",1
568,"('Zdzieszowice_i', 'Zdzieszowice_o')",1
569,"('Rzeszów Główny_o', 'Łańcut_i')",1
570,"('Tczew_o', 'Bydgoszcz Główna_i')",1
571,"('Wronki_o', 'Szamotuły_i')",1
572,"('Twardogóra_o', 'Ostrów Wielkopolski_i')",1
573,"('Łańcut_i', 'Łańcut_o')",1
574,"('Tłuszcz_o', 'Łochów_i')",1
575,"('Warka_o', 'Radom Główny_i')",1
576,"('Gdańsk Główny_o', 'Gdańsk Wrzeszcz_i')",2
577,"('Piła Główna_o', 'Chodzież_i')",1
578,"('Dąbrowa Górnicza_i', 'Dąbrowa Górnicza_o')",1
579,"('Nakło nad Notecią_o', 'Bydgoszcz Główna_i')",1
580,"('Gliwice_o', 'Lubliniec_i')",1
581,"('Rumia_o', 'Gdynia Główna_i')",1
582,"('Wrocław Mikołajów_o', 'Wrocław Główny_i')",1
583,"('Kwidzyn_o', 'Sztum_i')",1
584,"('Dąbrowa Białostocka_o', 'Sokółka_i')",1
585,"('Recz Pomorski_i', 'Recz Pomorski_o')",0
586,"('Sanok_o', 'Zarszyn_i')",1
587,"('Laskowice Pomorskie_o', 'Smętowo_i')",1
588,"('Czersk_o', 'Łąg_i')",1
589,"('Jaworzno Szczakowa_o', 'Katowice_i')",1
590,"('Warszawa Wschodnia_o', 'Ciechanów_i')",1
591,"('Szepietowo_o', 'Czyżew_i')",1
592,"('Wróblik Szlachecki_o', 'Krosno Miasto_i')",1
593,"('Choszczno_o', 'Dobiegniew_i')",1
594,"('Wrocław Nadodrze_o', 'Wrocław Mikołajów_i')",1
595,"('Werbkowice_o', 'Zamość Wschód_i')",1
596,"('Płock_i', 'Płock_o')",2
597,"('Jastrowie_o', 'Szczecinek_i')",1
598,"('Lubliniec_o', 'Olesno Śląskie_i')",1
599,"('Hrubieszów Miasto_o', 'Werbkowice_i')",1
600,"('Szczebrzeszyn_o', 'Zwierzyniec_i')",1
601,"('Łapy_o', 'Białystok Zielone Wzgórza_i')",1
602,"('Biłgoraj_o', 'Stalowa Wola Rozwadów_i')",1
603,"('Rzeszów Główny_o', 'Sędziszów Małopolski_i')",1
604,"('Stargard_i', 'Stargard_o')",1
605,"('Bielsk Podlaski_o', 'Białystok Zielone Wzgórza_i')",1
606,"('Legionowo_o', 'Warszawa Wschodnia_i')",1
607,"('Legnica_o', 'Rokitki_i')",1
608,"('Lubliniec_o', 'Opole Główne_i')",2
609,"('Pilawa_o', 'Dęblin_i')",1
610,"('Warszawa Zachodnia_i', 'Warszawa Zachodnia_o')",2
611,"('Pionki Zachodnie_o', 'Puławy Miasto_i')",1
612,"('Gryfino_i', 'Gryfino_o')",1
613,"('Nidzica_o', 'Olsztynek_i')",1
614,"('Lublin Główny_i', 'Lublin Główny_o')",2
615,"('Nowa Ruda_o', 'Kłodzko Główne_i')",1
616,"('Kołobrzeg_o', 'Ustronie Morskie_i')",1
617,"('Rejowiec_o', 'Chełm Miasto_i')",1
618,"('Jarocin_o', 'Pleszew_i')",1
619,"('Bobowa Miasto_i', 'Bobowa Miasto_o')",0
620,"('Jarosław_o', 'Przeworsk_i')",1
621,"('Częstochowa Stradom_o', 'Koniecpol_i')",1
622,"('Sosnowiec Główny_o', 'Dąbrowa Górnicza_i')",1
623,"('Muszyna_o', 'Muszyna Zdrój_i')",1
624,"('Żyrardów_o', 'Skierniewice_i')",2
625,"('Żychlin_o', 'Łowicz Główny_i')",1
626,"('Łańcut_o', 'Rzeszów Główny_i')",1
627,"('Przysucha_i', 'Przysucha_o')",0
628,"('Jędrzejów_i', 'Jędrzejów_o')",1
629,"('Poznań Główny_o', 'Opalenica_i')",1
630,"('Jahodyn_o', 'Chełm_i')",1
631,"('Nurzec_o', 'Czeremcha_i')",1
632,"('Wierchomla Wielka_i', 'Wierchomla Wielka_o')",0
633,"('Głogówek_o', 'Kędzierzyn Koźle_i')",1
634,"('Świdnica Miasto_i', 'Świdnica Miasto_o')",0
635,"('Osowiec_o', 'Mońki_i')",1
636,"('Koluszki_o', 'Tomaszów Mazowiecki_i')",1
637,"('Werbkowice_o', 'Hrubieszów Miasto_i')",1
638,"('Siemiatycze_o', 'Sarnaki_i')",1
639,"('Kutno_i', 'Kutno_o')",2
640,"('Dębica_o', 'Rzeszów Główny_i')",1
641,"('Tomaszów Mazowiecki_o', 'Opoczno Południe_i')",1
642,"('Sobolew_o', 'Pilawa_i')",1
643,"('Ozimek_o', 'Lubliniec_i')",1
644,"('Szczytno_o', 'Ruciane Nida_i')",1
645,"('Koluszki_o', 'Łódź Widzew_i')",2
646,"('Mostiska II_o', 'Przemyśl Główny_i')",1
647,"('Jasło_o', 'Jedlicze_i')",1
648,"('Łódź Chojny_o', 'Łódź Pabianicka_i')",1
649,"('Ustka_i', 'Ustka_o')",1
650,"('Radom Główny_o', 'Skarżysko Kościelne_i')",1
651,"('Sosnowiec Główny_o', 'Zawiercie_i')",1
652,"('Częstochowa_o', 'Częstochowa Stradom_i')",1
653,"('Kraków Główny_o', 'Krzeszowice_i')",2
654,"('Żegiestów Zdrój_o', 'Muszyna_i')",1
655,"('Gliwice_o', 'Zabrze_i')",2
656,"('Szczebrzeszyn_i', 'Szczebrzeszyn_o')",0
657,"('Sierpc_i', 'Sierpc_o')",0
658,"('Skierniewice_o', 'Koluszki_i')",2
659,"('Radzyń Podlaski_i', 'Radzyń Podlaski_o')",0
660,"('Zielona Góra Główna_o', 'Rzepin_i')",2
661,"('Piaseczno_i', 'Piaseczno_o')",1
662,"('Kluczbork_i', 'Kluczbork_o')",1
663,"('Warszawa Gdańska_i', 'Warszawa Gdańska_o')",3
664,"('Tomaszów Mazowiecki_o', 'Koluszki_i')",1
665,"('Szepietowo_o', 'Łapy_i')",1
666,"('Skarżysko Kościelne_i', 'Skarżysko Kościelne_o')",0
667,"('Toruń Główny_o', 'Toruń Miasto_i')",1
668,"('Olsztynek_i', 'Olsztynek_o')",0
669,"('Jedlicze_i', 'Jedlicze_o')",0
670,"('Mława_o', 'Ciechanów_i')",1
671,"('Zarszyn_o', 'Sanok_i')",1
672,"('Żary_i', 'Żary_o')",1
673,"('Tuczno Krajeńskie_i', 'Tuczno Krajeńskie_o')",0
674,"('Biecz_i', 'Biecz_o')",0
675,"('Czeremcha_i', 'Czeremcha_o')",1
676,"('Środa Śląska_o', 'Wrocław Leśnica_i')",1
677,"('Twardogóra_o', 'Oleśnica Rataje_i')",1
678,"('Opalenica_o', 'Poznań Główny_i')",1
679,"('Ciechanów_o', 'Nowy Dwór Mazowiecki_i')",2
680,"('Prudnik_i', 'Prudnik_o')",1
681,"('Jedlicze_o', 'Krosno_i')",1
682,"('Gniezno_o', 'Mogilno_i')",2
683,"('Żary_o', 'Żagań_i')",1
684,"('Wyrzysk Osiek_i', 'Wyrzysk Osiek_o')",1
685,"('Olsztyn Zachodni_o', 'Ostróda_i')",1
686,"('Olsztyn Główny_o', 'Szczytno_i')",1
687,"('Dobiegniew_o', 'Krzyż_i')",1
688,"('Sokółka_o', 'Białystok_i')",1
689,"('Tarnów_o', 'Dębica_i')",1
690,"('Wodzisław Śląski_i', 'Wodzisław Śląski_o')",1
691,"('Nowogród Osiedle_i', 'Nowogród Osiedle_o')",0
692,"('Łódź Chojny_o', 'Łódź Kaliska_i')",1
693,"('Ruciane Nida_o', 'Szczytno_i')",1
694,"('Zakopane_i', 'Zakopane_o')",0
695,"('Trzebinia_o', 'Chrzanów Śródmieście_i')",1
696,"('Mogilno_o', 'Gniezno_i')",2
697,"('Mogilno_i', 'Mogilno_o')",1
698,"('Maków Podhalański_o', 'Chabówka Stadion_i')",1
699,"('Leszno_o', 'Poznań Główny_i')",1
700,"('Zgierz_o', 'Łódź\xa0Żabiniec_i')",1
701,"('Tomaszów Mazowiecki_o', 'Drzewica_i')",1
702,"('Czarna Woda_o', 'Kaliska_i')",1
703,"('Chałupki_o', 'Racibórz_i')",1
704,"('Koło_i', 'Koło_o')",1
705,"('Gorzów Wielkopolski_o', 'Gorzów Wielkopolski Wschodni_i')",1
706,"('Chrzanów Śródmieście_o', 'Trzebinia_i')",1
707,"('Szczytno_o', 'Olsztyn Główny_i')",1
708,"('Wejherowo_o', 'Lębork_i')",1
709,"('Warszawa Wschodnia_o', 'Otwock_i')",1
710,"('Wołomin_o', 'Warszawa Wschodnia_i')",1
711,"('Grajewo_i', 'Grajewo_o')",1
712,"('Toruń Główny_o', 'Solec Kujawski_i')",2
713,"('Zaklików_o', 'Kraśnik_i')",1
714,"('Dorohusk_i', 'Dorohusk_o')",1
715,"('Kowalewo Pomorskie_i', 'Kowalewo Pomorskie_o')",0
716,"('Ostrów Wielkopolski_o', 'Krotoszyn_i')",1
717,"('Kuźnia Raciborska_o', 'Rybnik_i')",1
718,"('Swarzędz_o', 'Września_i')",1
719,"('Środa Wielkopolska_i', 'Środa Wielkopolska_o')",1
720,"('Malbork_o', 'Iława Główna_i')",2
721,"('Lipka Krajeńska_i', 'Lipka Krajeńska_o')",0
722,"('Stalowa Wola Centrum_o', 'Stalowa Wola Rozwadów_i')",1
723,"('Gdynia Główna_o', 'Rumia_i')",1
724,"('Piła Główna_o', 'Krajenka_i')",1
725,"('Zielona Góra Główna_o', 'Nowa Sól_i')",1
726,"('Białystok Zielone Wzgórza_o', 'Mońki_i')",1
727,"('Izbica_i', 'Izbica_o')",0
728,"('Ostróda_i', 'Ostróda_o')",0
729,"('Przemyśl Zasanie_i', 'Przemyśl Zasanie_o')",0
730,"('Łochów_o', 'Małkinia_i')",1
731,"('Jarocin_o', 'Środa Wielkopolska_i')",1
732,"('Żegiestów Zdrój_o', 'Wierchomla Wielka_i')",1
733,"('Wierchomla Wielka_o', 'Żegiestów Zdrój_i')",1
734,"('Bolesławiec_o', 'Węgliniec_i')",1
735,"('Poronin_o', 'Zakopane_i')",1
736,"('Krosno Miasto_o', 'Wróblik Szlachecki_i')",1
737,"('Łódź Dąbrowa_o', 'Łódź Chojny_i')",1
738,"('Mogilno_o', 'Inowrocław_i')",2
739,"('Włoszczowa Północ_i', 'Włoszczowa Północ_o')",1
740,"('Aleksandrów Kujawski_i', 'Aleksandrów Kujawski_o')",1
741,"('Dęblin_o', 'Puławy Miasto_i')",1
742,"('Tarnów_o', 'Bochnia_i')",1
743,"('Chabówka Stadion_i', 'Chabówka Stadion_o')",1
744,"('Parczew_i', 'Parczew_o')",1
745,"('Krzyż_i', 'Krzyż_o')",1
746,"('Szczecin Dąbie_o', 'Szczecin Główny_i')",2
747,"('Szczecin Dąbie_o', 'Goleniów_i')",1
748,"('Wieluń_i', 'Wieluń_o')",0
749,"('Świdnica Miasto_o', 'Jaworzyna Śląska_i')",1
750,"('Muszyna_i', 'Muszyna_o')",1
751,"('Dzierżoniów Śląski_i', 'Dzierżoniów Śląski_o')",1
752,"('Piwniczna Zdrój_i', 'Piwniczna Zdrój_o')",0
753,"('Warszawa Wschodnia_o', 'Wołomin_i')",1
754,"('Witnica_o', 'Kostrzyn_i')",1
755,"('Kuźnia Raciborska_o', 'Racibórz_i')",1
756,"('Zagórz_o', 'Sanok_i')",1
757,"('Siedlce Zachodnie_o', 'Siedlce_i')",1
758,"('Sierpc_o', 'Rypin_i')",1
759,"('Gdańsk Główny_o', 'Warszawa Wschodnia_i')",2
760,"('Otwock_o', 'Pilawa_i')",1
761,"('Kalwaria Zebrzydowska Lanckorona_o', 'Kraków Główny_i')",1
762,"('Zakopane_o', 'Nowy Targ_i')",1
763,"('Wrocław Główny_o', 'Leszno_i')",1
764,"('Łuków_i', 'Łuków_o')",1
765,"('Piotrków Kujawski_o', 'Inowrocław Rąbinek_i')",1
766,"('Zabrze_i', 'Zabrze_o')",0
767,"('Laskowice Pomorskie_o', 'Tczew_i')",1
768,"('Rybnik_i', 'Rybnik_o')",1
769,"('Łódź Widzew_o', 'Koluszki_i')",1
770,"('Zgorzelec Miasto_o', 'Pieńsk_i')",1
771,"('Łódź Widzew_o', 'Tomaszów Mazowiecki_i')",1
772,"('Kołobrzeg_o', 'Białogard_i')",1
773,"('Jasło_o', 'Biecz_i')",1
774,"('Leszno_o', 'Kościan_i')",1
775,"('Szczecin Główny_i', 'Szczecin Główny_o')",2
776,"('Gdynia Główna_o', 'Lębork_i')",1
777,"('Ciechanów_o', 'Iława Główna_i')",1
778,"('Leżajsk_o', 'Łańcut_i')",1
779,"('Rawicz_o', 'Leszno_i')",1
780,"('Łódź Fabryczna_i', 'Łódź Fabryczna_o')",3
781,"('Łódź Kaliska_o', 'Łódź Chojny_i')",1
782,"('Międzyrzec Podlaski_o', 'Biała Podlaska_i')",1
783,"('Dzierżoniów Śląski_o', 'Ząbkowice Śląskie_i')",1
784,"('Łódź Widzew_o', 'Łódź Chojny_i')",1
785,"('Dąbrowa Górnicza_o', 'Zawiercie_i')",2
786,"('Dąbrowa Białostocka_i', 'Dąbrowa Białostocka_o')",0
787,"('Częstochowa Stradom_o', 'Myszków_i')",1
788,"('Szczecin Główny_o', 'Gryfino_i')",1
789,"('Tczew_o', 'Gdańsk Główny_i')",3
790,"('Nowa Sarzyna_o', 'Rudnik nad Sanem_i')",1
791,"('Warszawa Młynów_o', 'Warszawa Gdańska_i')",1
792,"('Jabłonowo Pomorskie_i', 'Jabłonowo Pomorskie_o')",1
793,"('Czechowice-Dziedzice_o', 'Pszczyna_i')",1
794,"('Zabrze_o', 'Gliwice_i')",2
795,"('Kraków Płaszów_o', 'Kraków Główny_i')",1
796,"('Brzeg Dolny_o', 'Wołów_i')",1
797,"('Nowy Sącz_i', 'Nowy Sącz_o')",1
798,"('Dąbrowa Górnicza_o', 'Sosnowiec Główny_i')",1
799,"('Koluszki_o', 'Piotrków Trybunalski_i')",1
800,"('Gliwice_o', 'Racibórz_i')",1
801,"('Werbkowice_i', 'Werbkowice_o')",0
802,"('Warszawa Wschodnia_o', 'Gdańsk Główny_i')",2
803,"('Gogolin_o', 'Opole Główne_i')",1
804,"('Radom Główny_o', 'Skarżysko Kamienna_i')",2
805,"('Wołów_o', 'Ścinawa_i')",1
806,"('Poznań Główny_o', 'Szamotuły_i')",1
807,"('Sulechów_i', 'Sulechów_o')",1
808,"('Tarnów_o', 'Kraków Płaszów_i')",1
809,"('Sobolew_i', 'Sobolew_o')",0
810,"('Warszawa Zachodnia_o', 'Zawiercie_i')",1
811,"('Kłodzko Główne_i', 'Kłodzko Główne_o')",1
812,"('Zamość Wschód_o', 'Werbkowice_i')",1
813,"('Muszyna Zdrój_o', 'Muszyna_i')",1
814,"('Nowy Dwór Mazowiecki_o', 'Legionowo_i')",1
815,"('Kędzierzyn Koźle_o', 'Kuźnia Raciborska_i')",1
816,"('Opoczno Południe_o', 'Tomaszów Mazowiecki_i')",1
817,"('Opalenica_i', 'Opalenica_o')",1
818,"('Pionki Zachodnie_o', 'Radom Główny_i')",1
819,"('Krasnystaw Miasto_o', 'Trawniki_i')",1
820,"('Piwniczna Zdrój_o', 'Rytro_i')",1
821,"('Kielce_o', 'Jędrzejów_i')",1
822,"('Rumia_o', 'Wejherowo_i')",1
823,"('Tłuszcz_o', 'Wołomin_i')",1
824,"('Skarżysko Kamienna_o', 'Radom Główny_i')",2
825,"('Warszawa Zachodnia_o', 'Sosnowiec Główny_i')",1
826,"('Katowice_o', 'Mysłowice_i')",1
827,"('Olsztyn Główny_i', 'Olsztyn Główny_o')",1
828,"('Mostiska II_i', 'Mostiska II_o')",0
829,"('Bohumín_o', 'Chałupki_i')",1
830,"('Ropczyce_i', 'Ropczyce_o')",1
831,"('Żmigród_o', 'Rawicz_i')",1
832,"('Wałbrzych Główny_o', 'Wałbrzych Miasto_i')",1
833,"('Legnica_o', 'Środa Śląska_i')",1
834,"('Kalwaria Zebrzydowska Lanckorona_i', 'Kalwaria Zebrzydowska Lanckorona_o')",1
835,"('Jaworzno Szczakowa_o', 'Trzebinia_i')",2
836,"('Elbląg_o', 'Pasłęk_i')",1
837,"('Pilawa_o', 'Sobolew_i')",1
838,"('Warszawa Zachodnia_o', 'Warszawa Główna_i')",1
839,"('Sosnowiec Główny_o', 'Włoszczowa Północ_i')",1
840,"('Tarnobrzeg_o', 'Nowa Dęba_i')",1
841,"('Tuczno Krajeńskie_o', 'Wałcz_i')",1
842,"('Siemiatycze_i', 'Siemiatycze_o')",1
843,"('Siedlce Zachodnie_o', 'Mrozy_i')",2
844,"('Koło_o', 'Kutno_i')",2
845,"('Przysucha_o', 'Radom Główny_i')",1
846,"('Kętrzyn_i', 'Kętrzyn_o')",0
847,"('Żary_o', 'Nowogród Osiedle_i')",1
848,"('Krzyż_o', 'Wieleń_i')",1
849,"('Świebodzin_o', 'Zbąszynek_i')",1
850,"('Sokółka_i', 'Sokółka_o')",0
851,"('Wołów_o', 'Brzeg Dolny_i')",1
852,"('Oborniki Śląskie_o', 'Żmigród_i')",1
853,"('Sarnaki_o', 'Siemiatycze_i')",1
854,"('Olsztyn Główny_o', 'Kętrzyn_i')",1
855,"('Rypin_o', 'Brodnica_i')",1
856,"('Ciechanów_i', 'Ciechanów_o')",1
857,"('Jaworzyna Śląska_i', 'Jaworzyna Śląska_o')",1
858,"('Warszawa Wschodnia_o', 'Nowy Dwór Mazowiecki_i')",1
859,"('Ozimek_i', 'Ozimek_o')",0
860,"('Kraków Płaszów_o', 'Tarnów_i')",1
861,"('Zawiercie_o', 'Włoszczowa_i')",1
862,"('Ziębice_o', 'Strzelin_i')",1
863,"('Paczków_o', 'Otmuchów_i')",1
864,"('Ścinawa_i', 'Ścinawa_o')",1
865,"('Katowice_o', 'Rybnik_i')",1
866,"('Kędzierzyn Koźle_i', 'Kędzierzyn Koźle_o')",1
867,"('Czechowice-Dziedzice_o', 'Zebrzydowice_i')",1
868,"('Olsztynek_o', 'Nidzica_i')",1
869,"('Strzelin_o', 'Wrocław Główny_i')",1
870,"('Zgorzelec Miasto_i', 'Zgorzelec Miasto_o')",0
871,"('Konin_o', 'Poznań Główny_i')",2
872,"('Rybnik_o', 'Racibórz_i')",1
873,"('Międzyrzecz_o', 'Zbąszynek_i')",1
874,"('Pieńsk_i', 'Pieńsk_o')",0
875,"('Białystok Zielone Wzgórza_o', 'Łapy_i')",1
876,"('Kluczbork_o', 'Olesno Śląskie_i')",1
877,"('Września_i', 'Września_o')",1
878,"('Ciechanów_o', 'Mława_i')",2
879,"('Bydgoszcz Główna_i', 'Bydgoszcz Główna_o')",2
880,"('Zamość Starówka_i', 'Zamość Starówka_o')",0
881,"('Gliwice_o', 'Strzelce Opolskie_i')",1
882,"('Stary Sącz_o', 'Rytro_i')",1
883,"('Kluczbork_o', 'Byczyna Kluczborska_i')",1
884,"('Kuźnia Raciborska_o', 'Kędzierzyn Koźle_i')",1
885,"('Kowalewo Pomorskie_o', 'Wąbrzeźno_i')",1
886,"('Wołów_i', 'Wołów_o')",1
887,"('Głogówek_o', 'Prudnik_i')",1
888,"('Ścinawa_o', 'Wołów_i')",1
889,"('Olesno Śląskie_o', 'Lubliniec_i')",1
890,"('Chotyłów_i', 'Chotyłów_o')",0
891,"('Myszków_o', 'Częstochowa Stradom_i')",1
892,"('Warszawa Centralna_o', 'Warszawa Wschodnia_i')",3
893,"('Dębica_o', 'Tarnów_i')",1
894,"('Łęczyca_o', 'Kutno_i')",2
895,"('Bydgoszcz Wschód_o', 'Bydgoszcz Leśna_i')",1
896,"('Żory_o', 'Rybnik_i')",1
897,"('Brodnica_o', 'Jabłonowo Pomorskie_i')",1
898,"('Rzeszów Główny_o', 'Dębica_i')",1
899,"('Kutno_o', 'Łowicz Główny_i')",1
900,"('Rokitki_o', 'Legnica_i')",1
901,"('Smętowo_i', 'Smętowo_o')",1
902,"('Piotrków Trybunalski_o', 'Gorzkowice_i')",1
903,"('Ostrzeszów_o', 'Kępno_i')",1
904,"('Otmuchów_o', 'Nysa_i')",1
905,"('Grodzisk Mazowiecki_i', 'Grodzisk Mazowiecki_o')",0
906,"('Dobiegniew_i', 'Dobiegniew_o')",0
907,"('Łódź Retkinia_o', 'Łódź Kaliska_i')",1
908,"('Zwierzyniec_o', 'Tereszpol Biłgorajski_i')",1
909,"('Jelenia Góra_o', 'Janowice Wielkie_i')",1
910,"('Nowa Sarzyna_i', 'Nowa Sarzyna_o')",0
911,"('Sztum_o', 'Malbork_i')",1
912,"('Łąg_i', 'Łąg_o')",0
913,"('Myszków_i', 'Myszków_o')",1
914,"('Łańcut_o', 'Leżajsk_i')",1
915,"('Prabuty_o', 'Malbork_i')",1
916,"('Katowice_o', 'Chorzów Batory_i')",1
917,"('Małkinia_o', 'Czyżew_i')",1
918,"('Warszawa Zachodnia (Peron 9)_i', 'Warszawa Zachodnia (Peron 9)_o')",2
919,"('Nowa Sól_o', 'Bytom Odrzański_i')",1
920,"('Czechowice-Dziedzice_o', 'Żory_i')",1
921,"('Warszawa Zachodnia (Peron 9)_o', 'Warszawa Młynów_i')",1
922,"('Węgliniec_o', 'Bolesławiec_i')",1
923,"('Wieleń_i', 'Wieleń_o')",0
924,"('Lubin_i', 'Lubin_o')",1
925,"('Mońki_o', 'Osowiec_i')",1
926,"('Ełk_o', 'Biała Piska_i')",1
927,"('Krasnystaw Miasto_i', 'Krasnystaw Miasto_o')",0
928,"('Mysłowice_o', 'Katowice_i')",2
929,"('Pisz_o', 'Ruciane Nida_i')",1
930,"('Łomnica Zdrój_o', 'Wierchomla Wielka_i')",1
931,"('Warszawa Wschodnia_o', 'Warszawa Gdańska_i')",1
932,"('Tomaszów Mazowiecki_i', 'Tomaszów Mazowiecki_o')",2
933,"('Ustronie Morskie_o', 'Koszalin_i')",1
934,"('Grudziądz_i', 'Grudziądz_o')",1
935,"('Muszyna Zdrój_i', 'Muszyna Zdrój_o')",0
936,"('Sosnowiec Główny_o', 'Będzin Miasto_i')",1
937,"('Goleniów_o', 'Szczecin Dąbie_i')",1
938,"('Hajnówka_o', 'Bielsk Podlaski_i')",1
939,"('Gliwice_o', 'Kędzierzyn Koźle_i')",1
940,"('Kowalewo Pomorskie_o', 'Toruń Wschodni_i')",1
941,"('Grajewo_o', 'Osowiec_i')",1
942,"('Pleszew_o', 'Kalisz_i')",1
943,"('Trakiszki_o', 'Mockava_i')",1
944,"('Stalowa Wola Rozwadów_i', 'Stalowa Wola Rozwadów_o')",1
945,"('Mieszkowice_i', 'Mieszkowice_o')",0
946,"('Kraków Główny_o', 'Tarnów_i')",1
947,"('Wrocław Leśnica_i', 'Wrocław Leśnica_o')",0
948,"('Chełm_o', 'Dorohusk_i')",1
