,Edge,Capacity
515,"('Warszawa Centralna_i', 'Warszawa Centralna_o')",1
516,"('Nowa Sól_i', 'Nowa Sól_o')",1
517,"('Zakopane_i', 'Zakopane_o')",0
518,"('Zielona Góra Główna_i', 'Zielona Góra Główna_o')",1
519,"('Tłuszcz_i', 'Tłuszcz_o')",1
520,"('Rawicz_i', 'Rawicz_o')",1
521,"('Puławy Miasto_i', 'Puławy Miasto_o')",0
522,"('Krzeszowice_i', 'Krzeszowice_o')",1
523,"('Kowalewo Pomorskie_i', 'Kowalewo Pomorskie_o')",0
524,"('Kraków Płaszów', 'Bochnia')",2
525,"('Gliwice_i', 'Gliwice_o')",1
526,"('Żory_i', 'Żory_o')",0
527,"('Bobowa Miasto', 'Stróże')",1
528,"('Kraków Główny', 'Katowice')",1
529,"('Lublin Zachodni', 'Nałęczów')",2
530,"('Recz Pomorski', 'Kalisz Pomorski')",1
531,"('Warszawa Zachodnia (Peron 9)_i', 'Warszawa Zachodnia (Peron 9)_o')",1
532,"('Poznań Główny', 'Oborniki Wielkopolskie Miasto')",2
533,"('Częstochowa_i', 'Częstochowa_o')",1
534,"('Bogoniowice Ciężkowice', 'Bobowa Miasto')",1
535,"('Zagórz_i', 'Zagórz_o')",0
536,"('Zawiercie', 'Włoszczowa')",1
537,"('Włoszczowa Północ', 'Opoczno Południe')",1
538,"('Zebrzydowice_i', 'Zebrzydowice_o')",1
539,"('Legionowo', 'Warszawa Wschodnia')",1
540,"('Zawiercie', 'Włoszczowa Północ')",1
541,"('Czyżew_i', 'Czyżew_o')",0
542,"('Ostróda_i', 'Ostróda_o')",0
543,"('Toruń Miasto', 'Toruń Wschodni')",1
544,"('Jedlicze_i', 'Jedlicze_o')",0
545,"('Tychy', 'Pszczyna')",1
546,"('Ostrzeszów_i', 'Ostrzeszów_o')",0
547,"('Łuków', 'Międzyrzec Podlaski')",1
548,"('Bydgoszcz Główna_i', 'Bydgoszcz Główna_o')",2
549,"('Bochnia_i', 'Bochnia_o')",0
550,"('Warszawa Zachodnia', 'Grodzisk Mazowiecki')",1
551,"('Kutno_i', 'Kutno_o')",1
552,"('Kołobrzeg', 'Białogard')",1
553,"('Tłuszcz', 'Wołomin')",1
554,"('Osowiec_i', 'Osowiec_o')",0
555,"('Krzyż', 'Wronki')",1
556,"('Kalisz_i', 'Kalisz_o')",0
557,"('Zdzieszowice', 'Kędzierzyn Koźle')",1
558,"('Aleksandrów Kujawski_i', 'Aleksandrów Kujawski_o')",0
559,"('Jedlicze', 'Krosno')",1
560,"('Oborniki Śląskie', 'Żmigród')",1
561,"('Gryfino_i', 'Gryfino_o')",0
562,"('Toruń Miasto_i', 'Toruń Miasto_o')",0
563,"('Frankfurt (Oder)_i', 'Frankfurt (Oder)_o')",0
564,"('Łódź Widzew', 'Koluszki')",1
565,"('Łęczyca_i', 'Łęczyca_o')",0
566,"('Biała Piska', 'Ełk')",1
567,"('Sosnowiec Główny_i', 'Sosnowiec Główny_o')",1
568,"('Mockava_i', 'Mockava_o')",0
569,"('Pszczyna_i', 'Pszczyna_o')",1
570,"('Krzepice', 'Wieluń')",1
571,"('Bohumín_i', 'Bohumín_o')",0
572,"('Mrozy_i', 'Mrozy_o')",0
573,"('Koszalin_i', 'Koszalin_o')",2
574,"('Jarocin_i', 'Jarocin_o')",1
575,"('Jędrzejów_i', 'Jędrzejów_o')",0
576,"('Opole Główne', 'Lubliniec')",1
577,"('Lubin_i', 'Lubin_o')",0
578,"('Rzeszów Główny_i', 'Rzeszów Główny_o')",1
579,"('Radomsko_i', 'Radomsko_o')",0
580,"('Pilawa_i', 'Pilawa_o')",0
581,"('Nowa Sól', 'Zielona Góra Główna')",1
582,"('Szczecinek_i', 'Szczecinek_o')",1
583,"('Białystok Zielone Wzgórza_i', 'Białystok Zielone Wzgórza_o')",0
584,"('Świnoujście_i', 'Świnoujście_o')",0
585,"('Racibórz', 'Chałupki')",1
586,"('Choszczno_i', 'Choszczno_o')",1
587,"('Recz Pomorski_i', 'Recz Pomorski_o')",0
588,"('Mińsk Mazowiecki_i', 'Mińsk Mazowiecki_o')",0
589,"('Chełm_i', 'Chełm_o')",0
590,"('Września_i', 'Września_o')",0
591,"('Warszawa Służewiec_i', 'Warszawa Służewiec_o')",0
592,"('Włocławek_i', 'Włocławek_o')",1
593,"('Kętrzyn_i', 'Kętrzyn_o')",0
594,"('Oława', 'Brzeg')",1
595,"('Przemyśl Zasanie_i', 'Przemyśl Zasanie_o')",0
596,"('Biała Piska_i', 'Biała Piska_o')",0
597,"('Opole Główne', 'Brzeg')",2
598,"('Gdynia Główna_i', 'Gdynia Główna_o')",2
599,"('Chotyłów_i', 'Chotyłów_o')",0
600,"('Szamotuły_i', 'Szamotuły_o')",0
601,"('Mrozy', 'Mińsk Mazowiecki')",1
602,"('Białystok', 'Białystok Zielone Wzgórza')",1
603,"('Ozorków', 'Łęczyca')",1
604,"('Zabrze_i', 'Zabrze_o')",0
605,"('Małkinia_i', 'Małkinia_o')",0
606,"('Augustów', 'Suwałki')",1
607,"('Ciechanów_i', 'Ciechanów_o')",0
608,"('Kraków Płaszów_i', 'Kraków Płaszów_o')",1
609,"('Jabłonowo Pomorskie_i', 'Jabłonowo Pomorskie_o')",0
610,"('Gorzów Wielkopolski Wschodni_i', 'Gorzów Wielkopolski Wschodni_o')",0
611,"('Zgierz_i', 'Zgierz_o')",0
612,"('Łódź\xa0Żabiniec', 'Zgierz')",1
613,"('Kostrzyn', 'Chojna')",1
614,"('Warszawa Wschodnia', 'Wołomin')",2
615,"('Wrocław Mikołajów_i', 'Wrocław Mikołajów_o')",1
616,"('Kowalewo Pomorskie', 'Wąbrzeźno')",1
617,"('Wałbrzych Główny_i', 'Wałbrzych Główny_o')",1
618,"('Miechów_i', 'Miechów_o')",1
619,"('Wałbrzych Miasto_i', 'Wałbrzych Miasto_o')",1
620,"('Chrzanów Śródmieście_i', 'Chrzanów Śródmieście_o')",0
621,"('Brzesko Okocim_i', 'Brzesko Okocim_o')",0
622,"('Toruń Wschodni', 'Kowalewo Pomorskie')",1
623,"('Gogolin_i', 'Gogolin_o')",0
624,"('Jedlina-Zdrój', 'Wałbrzych Główny')",1
625,"('Pionki Zachodnie', 'Radom Główny')",1
626,"('Wieluń', 'Wieruszów Miasto')",1
627,"('Łochów_i', 'Łochów_o')",0
628,"('Kalisz', 'Pleszew')",1
629,"('Jabłonowo Pomorskie', 'Brodnica')",1
630,"('Przeworsk_i', 'Przeworsk_o')",0
631,"('Rypin_i', 'Rypin_o')",0
632,"('Małaszewicze Przystanek_i', 'Małaszewicze Przystanek_o')",0
633,"('Wołomin_i', 'Wołomin_o')",0
634,"('Świebodzin_i', 'Świebodzin_o')",0
635,"('Chałupki', 'Bohumín')",1
636,"('Stargard', 'Recz Pomorski')",1
637,"('Gorzów Wielkopolski Wschodni', 'Gorzów Wielkopolski')",1
638,"('Dęblin_i', 'Dęblin_o')",1
639,"('Warszawa Wschodnia', 'Iława Główna')",1
640,"('Wronki_i', 'Wronki_o')",0
641,"('Nowy Tomyśl_i', 'Nowy Tomyśl_o')",0
642,"('Działdowo_i', 'Działdowo_o')",1
